id_transaccion,monto_usd,hora_operacion,distancia_ubicacion_km,intentos_previos_1h,antiguedad_cliente_meses,dispositivo_nuevo,nivel_riesgo_pais,canal,reclamos_previos,target_fraude
928,133.85,3,22.2,2,54.3,0,bajo,app,0,0
929,159.23,8,196.1,0,36.2,0,bajo,web,1,0
930,50.64,14,27.9,0,37.0,0,alto,app,0,0
931,50.62,9,117.8,4,35.8,0,medio,app,0,1
932,165.34,13,7.5,1,26.7,1,medio,app,1,0
933,43.34,1,10.1,0,69.9,0,alto,app,1,0
934,102.88,11,46.0,2,12.7,0,medio,app,1,0
935,121.6,23,100.7,0,7.6,0,bajo,app,0,0
936,65.39,1,6.2,2,76.0,0,medio,web,0,0
937,17.23,18,118.0,1,53.0,0,bajo,app,1,0
938,18.2,1,200.1,2,60.6,0,bajo,web,1,0
939,58.08,21,17.3,0,62.1,0,bajo,pos,0,0
940,21.93,12,65.8,2,1.0,1,bajo,web,3,1
941,19.18,15,23.2,0,91.1,1,medio,app,0,0
942,63.86,22,104.3,0,28.9,0,medio,pos,1,0
943,77.59,13,4.7,3,35.4,0,medio,telefono,0,0
944,63.21,16,250.2,2,21.6,0,medio,app,0,0
945,95.83,8,32.9,1,27.9,1,medio,app,0,0
946,154.56,16,13.7,0,66.2,0,bajo,web,1,0
947,32.32,7,21.7,0,27.1,1,bajo,web,1,0
948,53.87,16,516.2,0,29.1,0,bajo,web,0,0
949,30.63,11,282.8,1,14.4,0,bajo,app,0,0
950,167.43,19,27.5,1,39.9,0,bajo,app,1,0
951,125.4,11,152.9,2,30.9,0,medio,pos,0,0
952,242.86,8,90.4,1,82.6,0,bajo,web,0,0
953,310.3,15,41.2,0,33.2,0,bajo,app,0,0
954,94.67,4,289.1,0,24.3,0,bajo,pos,1,0
955,103.46,12,52.8,1,1.0,0,bajo,app,1,0
956,29.4,19,102.7,2,23.5,0,bajo,app,0,0
957,167.55,0,62.1,0,89.4,0,alto,app,0,0
958,10.87,14,78.2,2,41.0,1,bajo,app,0,0
959,68.43,21,12.8,1,20.9,0,medio,web,0,0
960,105.99,14,30.4,0,26.6,0,alto,web,0,0
961,202.04,17,184.1,1,7.7,0,bajo,pos,1,0
962,20.54,15,26.1,0,30.5,0,medio,web,0,0
963,103.59,20,6.3,2,16.6,0,bajo,app,0,0
964,46.6,6,61.9,0,48.1,0,bajo,web,0,0
965,19.29,7,161.0,1,42.3,0,bajo,app,0,0
966,11.65,8,79.9,3,36.9,0,alto,web,1,1
967,74.02,23,162.2,3,33.7,0,bajo,app,1,0
968,110.04,20,204.1,1,50.9,0,bajo,pos,0,0
969,31.62,22,305.3,2,2.1,0,bajo,app,0,0
970,102.21,7,57.5,2,71.3,0,bajo,web,0,0
971,68.14,8,198.6,0,42.1,0,medio,telefono,0,0
972,43.72,22,17.3,2,41.8,1,bajo,telefono,0,0
973,138.03,1,113.5,1,56.9,0,bajo,app,1,0
974,124.56,0,407.6,1,70.2,0,bajo,app,1,0
975,44.01,21,33.9,1,42.8,0,bajo,pos,0,0
976,117.92,15,184.1,1,8.2,0,bajo,web,1,0
977,53.11,18,35.8,0,15.0,0,medio,app,0,0
978,61.03,2,6.3,1,53.5,0,bajo,web,1,0
979,588.21,21,103.3,0,40.6,0,bajo,web,0,0
980,263.32,17,146.5,2,53.3,0,bajo,web,0,0
981,41.23,16,,2,54.1,1,bajo,web,0,0
982,68.23,16,1.3,1,47.5,1,medio,pos,0,0
983,77.9,12,398.6,0,37.3,0,bajo,web,0,0
984,167.36,14,125.5,2,49.0,0,bajo,app,0,0
985,435.53,10,166.2,4,13.2,0,alto,telefono,1,1
986,81.32,2,318.8,1,31.4,0,medio,telefono,0,0
987,70.41,11,203.5,0,40.9,0,bajo,pos,0,0
988,234.47,13,87.6,0,23.6,0,bajo,app,0,0
989,28.39,4,3.2,1,26.6,0,bajo,web,0,0
990,70.95,5,35.5,2,19.8,0,bajo,web,0,0
991,111.71,21,196.4,1,61.2,0,alto,web,0,0
992,108.38,3,57.3,1,34.0,0,medio,app,0,0
993,247.34,12,31.7,0,78.8,0,bajo,pos,0,0
994,175.71,22,297.0,1,60.6,0,alto,pos,0,0
995,57.71,5,75.1,0,61.5,0,bajo,web,1,0
996,16.04,1,513.2,1,54.7,1,bajo,app,0,0
997,214.33,15,68.8,0,1.0,0,bajo,app,1,0
998,222.74,18,234.7,1,89.0,0,medio,app,0,0
999,101.69,20,168.0,0,56.3,0,bajo,app,1,0
1000,232.62,3,132.2,0,51.1,0,medio,pos,0,0
1001,,10,225.7,1,7.5,0,bajo,web,0,0
1002,51.27,17,150.2,0,12.3,0,bajo,web,0,0
1003,452.98,0,260.9,0,40.8,0,bajo,web,0,0
1004,112.27,7,7.0,0,48.3,0,bajo,web,1,0
1005,114.6,20,37.4,0,39.9,0,bajo,app,0,0
1006,18.36,16,199.1,3,36.4,0,bajo,web,0,0
1007,87.03,3,57.4,1,8.1,0,medio,app,1,0
1008,35.3,0,65.3,1,47.0,0,medio,pos,0,0
1009,36.68,8,30.6,0,38.4,0,medio,pos,0,0
1010,17.8,10,189.6,1,7.1,1,medio,app,0,0
1011,116.37,2,131.0,4,24.3,0,bajo,web,0,0
1012,21.83,7,49.6,1,8.3,0,bajo,app,0,0
1013,4.87,10,93.7,0,51.8,0,medio,web,2,0
1014,24.23,10,105.6,1,20.2,0,medio,app,0,0
1015,57.65,9,36.4,3,26.1,1,medio,pos,0,0
1016,26.44,18,218.3,1,35.4,0,bajo,web,1,0
1017,52.84,6,409.0,0,1.0,0,bajo,web,2,0
1018,166.71,10,230.6,4,49.7,0,bajo,web,1,0
1019,61.45,16,71.3,2,45.4,0,bajo,web,0,0
1020,153.8,19,388.1,0,115.4,0,alto,app,1,0
1021,27.46,20,53.9,2,55.9,0,bajo,app,0,0
1022,147.17,13,23.0,4,57.6,0,bajo,app,0,0
1023,41.55,16,28.5,1,13.5,0,bajo,web,2,0
1024,30.58,2,76.8,2,60.1,0,bajo,pos,0,0
1025,77.28,0,2.0,3,36.7,0,bajo,web,0,0
1026,76.19,18,197.5,1,63.2,0,bajo,web,0,0
1027,482.5,22,12.7,1,14.4,1,bajo,web,0,0
1028,32.49,8,30.9,1,60.5,0,alto,app,0,0
1029,11.97,17,191.8,1,26.1,0,medio,app,0,0
1030,244.33,22,22.8,0,36.5,1,bajo,web,0,0
1031,110.27,16,12.7,2,19.9,0,bajo,app,0,0
1032,85.73,10,26.4,1,57.4,0,bajo,pos,1,0
1033,159.79,13,264.2,0,39.7,0,bajo,app,0,0
1034,15.45,17,70.9,0,89.8,1,bajo,pos,0,0
1035,5.91,6,514.6,1,47.2,0,medio,web,0,0
1036,96.71,15,177.8,1,18.2,0,bajo,web,1,0
1037,31.79,22,105.3,3,71.9,1,bajo,app,0,0
1038,81.57,19,17.0,2,10.4,0,bajo,app,2,1
1039,39.89,11,70.6,0,41.3,0,bajo,pos,0,0
1040,436.58,5,99.4,3,31.9,0,medio,app,0,0
1041,39.16,20,94.8,1,74.5,0,bajo,app,0,0
1042,18.45,14,205.6,1,2.0,0,bajo,app,0,0
1043,63.61,0,551.5,1,35.4,0,medio,web,0,0
1044,78.57,12,,1,34.5,0,medio,web,0,0
1045,7.17,21,27.3,0,34.2,0,medio,app,1,0
1046,68.11,1,164.0,3,16.7,0,bajo,web,1,1
1047,217.6,0,8.2,2,10.6,0,bajo,web,0,1
1048,18.75,11,,0,34.6,0,bajo,pos,0,0
1049,68.38,22,196.0,0,1.0,0,medio,app,1,0
1050,287.85,3,56.7,4,50.9,0,bajo,app,0,0
1051,69.29,23,247.6,0,45.9,0,medio,app,0,0
1052,32.79,20,0.2,2,57.7,0,medio,app,0,0
1053,81.55,5,20.4,1,32.4,1,bajo,app,0,0
1054,49.2,8,3.1,2,7.0,0,medio,web,0,0
1055,42.6,12,131.4,3,41.7,0,bajo,web,1,0
1056,315.86,17,109.7,2,46.2,0,bajo,web,0,0
1057,22.51,1,28.0,2,23.8,0,medio,app,1,1
1058,73.1,12,111.4,1,1.0,0,bajo,web,0,0
1059,61.41,3,365.0,3,17.4,0,bajo,web,0,0
1060,29.39,4,15.1,1,24.3,0,bajo,pos,0,0
1061,24.88,2,33.9,2,13.4,0,bajo,web,1,0
1062,41.93,23,71.4,1,22.9,1,bajo,web,1,0
1063,77.04,7,323.3,1,22.4,0,bajo,web,0,0
1064,21.12,23,3.5,1,64.7,1,bajo,app,1,0
1065,38.08,0,467.3,0,37.7,0,bajo,web,0,0
1066,18.47,17,18.1,3,26.2,0,bajo,web,0,0
1067,87.57,9,137.0,1,38.4,0,bajo,app,0,0
1068,28.21,22,24.2,2,38.2,0,medio,web,0,0
1069,62.99,4,77.9,1,22.5,0,bajo,app,0,0
1070,185.24,13,60.5,0,43.1,0,bajo,app,0,0
1071,272.52,2,60.0,1,10.5,0,bajo,telefono,0,0
1072,30.25,18,120.4,4,48.9,0,bajo,app,0,0
1073,93.52,21,105.6,1,11.7,0,bajo,web,0,0
1074,61.98,10,146.5,3,14.8,1,medio,app,0,0
1075,83.91,3,117.9,2,17.1,0,bajo,app,0,0
1076,237.69,15,162.4,1,46.5,0,bajo,app,0,1
1077,190.36,2,141.2,2,36.2,0,medio,web,1,0
1078,116.63,9,20.4,2,61.3,0,medio,app,0,0
1079,399.38,2,89.6,1,42.4,0,bajo,app,0,0
1080,156.11,20,104.3,1,16.0,0,bajo,web,0,0
1081,132.52,6,19.8,0,15.6,0,bajo,pos,0,0
1082,1038.27,15,63.5,0,19.4,0,bajo,pos,0,0
1083,23.64,5,31.4,0,36.9,1,bajo,app,0,0
1084,63.06,2,269.6,1,1.0,0,bajo,app,0,0
1085,38.77,11,243.5,2,49.9,0,alto,pos,0,0
1086,207.33,7,426.0,0,4.1,1,bajo,app,0,0
1087,17.24,5,102.5,3,47.8,0,bajo,app,0,0
1088,17.96,18,10.9,0,49.5,0,alto,app,0,0
1089,173.48,2,121.0,2,5.6,0,bajo,web,0,0
1090,17.2,23,111.0,1,17.5,0,bajo,app,0,0
1091,109.1,6,759.5,0,43.4,0,bajo,web,0,0
1092,171.65,11,125.6,4,57.5,0,bajo,app,0,0
1093,13.94,1,60.0,3,54.6,0,bajo,app,0,0
1094,173.54,2,21.1,0,12.6,1,bajo,web,0,0
1095,243.35,0,404.2,1,14.3,0,alto,web,0,0
1096,26.7,10,37.2,1,40.6,0,medio,app,1,0
1097,150.4,10,225.5,2,1.0,1,bajo,pos,0,0
1098,17.25,1,54.1,1,52.0,0,bajo,web,0,0
1099,137.91,15,65.3,0,35.7,0,bajo,app,0,0
1100,39.66,5,42.5,0,42.5,0,bajo,web,1,0
1101,47.92,22,17.4,1,45.0,0,medio,app,0,0
1102,46.98,5,16.5,3,31.1,0,bajo,app,0,0
1103,35.82,8,0.8,0,6.6,0,medio,web,1,0
1104,51.66,16,28.1,1,26.8,0,bajo,app,0,0
1105,121.61,21,120.2,0,8.1,0,bajo,app,0,0
1106,123.53,7,174.6,0,62.8,0,bajo,web,0,0
1107,44.32,21,154.3,1,45.7,0,bajo,web,1,0
1108,,1,119.4,2,27.0,1,medio,app,0,0
1109,120.39,15,13.8,2,14.6,0,bajo,app,0,0
1110,379.68,2,34.6,0,63.0,0,medio,telefono,1,0
1111,80.0,18,80.0,1,25.2,0,bajo,web,0,0
1112,23.05,1,37.7,1,27.4,1,bajo,pos,0,0
1113,90.33,3,165.2,0,57.2,0,bajo,app,1,0
1114,24.42,10,340.1,1,1.0,1,bajo,pos,1,0
1115,232.09,2,89.1,0,30.3,1,alto,web,0,1
1116,278.9,21,260.2,1,13.8,0,bajo,web,0,0
1117,10.84,16,50.3,1,17.6,1,medio,web,0,0
1118,199.67,21,2.1,2,43.7,0,bajo,web,0,0
1119,32.51,23,172.6,2,28.1,0,bajo,pos,0,0
1120,38.06,17,157.0,1,64.4,0,bajo,web,0,0
1121,20.21,13,283.4,2,54.9,0,bajo,web,0,0
1122,60.69,12,74.2,1,16.4,0,medio,pos,0,0
1123,23.49,20,15.9,0,53.8,0,alto,web,0,0
1124,31.11,19,48.1,1,29.0,0,bajo,app,1,0
1125,29.23,13,1.9,2,28.0,0,bajo,web,0,0
1126,177.69,6,119.0,1,78.6,0,bajo,web,0,0
1127,114.5,7,30.2,0,33.8,0,bajo,web,0,0
1128,30.15,2,37.4,0,36.8,0,medio,pos,0,0
1129,86.53,5,344.2,0,59.5,1,bajo,pos,0,0
1130,21.49,7,6.4,4,55.2,0,medio,pos,1,0
1131,82.57,10,35.3,0,50.3,0,alto,web,0,0
1132,23.96,11,155.2,2,41.8,0,bajo,web,0,0
1133,71.4,6,40.2,1,62.2,0,bajo,app,0,0
1134,208.36,20,40.0,0,40.7,0,medio,web,0,0
1135,485.51,3,319.0,0,40.4,0,medio,app,2,0
1136,144.04,15,136.0,0,76.5,0,bajo,app,0,0
1137,7.55,19,257.4,3,58.0,0,bajo,app,0,0
1138,394.41,18,163.7,2,6.1,0,bajo,web,1,0
1139,75.02,2,80.0,2,23.0,0,bajo,app,0,0
1140,49.73,19,74.4,0,53.3,0,bajo,app,1,0
1141,256.76,12,182.1,0,40.4,0,bajo,app,0,0
1142,172.04,19,786.1,1,11.6,0,bajo,web,0,1
1143,63.78,4,39.6,1,83.3,0,alto,pos,0,0
1144,38.74,10,121.5,6,39.7,0,bajo,app,1,0
1145,74.43,5,171.6,0,42.0,0,bajo,web,0,0
1146,829.13,3,87.3,1,45.9,0,medio,app,0,0
1147,108.19,12,32.4,2,35.3,0,medio,web,0,0
1148,86.81,14,30.6,3,38.7,1,bajo,app,1,1
1149,99.34,7,15.2,4,37.7,0,bajo,app,1,0
1150,76.51,1,109.5,3,5.8,0,bajo,app,1,0
1151,184.03,8,191.0,1,36.3,0,bajo,app,0,0
1152,303.11,14,4.9,1,46.5,0,bajo,app,0,0
1153,42.55,8,268.8,3,57.5,0,bajo,app,0,0
1154,19.46,0,22.7,1,19.5,0,medio,web,0,0
1155,119.39,3,169.1,0,5.7,0,bajo,web,0,0
1156,34.75,0,175.4,0,17.0,0,bajo,app,2,0
1157,15.41,5,380.8,2,32.1,0,bajo,web,0,1
1158,37.28,16,49.3,1,29.1,1,bajo,app,0,0
1159,27.17,16,58.2,3,13.9,1,bajo,web,0,1
1160,47.82,8,107.9,0,25.5,1,bajo,web,0,0
1161,53.71,0,199.5,0,49.7,0,bajo,pos,0,0
1162,32.72,17,1.5,0,21.9,1,alto,app,0,0
1163,91.41,23,50.4,0,13.0,0,bajo,app,0,0
1164,270.63,22,41.6,1,27.9,1,bajo,pos,0,0
1165,89.14,16,44.0,1,17.0,0,bajo,app,0,0
1166,33.69,13,24.5,0,31.6,1,bajo,app,1,0
1167,15.58,7,241.9,0,23.8,0,bajo,app,0,0
1168,63.17,17,159.8,1,1.0,0,alto,app,0,0
1169,235.77,22,108.2,0,7.7,0,bajo,web,0,0
1170,40.2,0,49.5,3,1.1,0,bajo,web,2,0
1171,64.56,5,156.0,2,42.5,0,bajo,telefono,0,0
1172,83.89,3,37.6,4,48.1,0,medio,web,0,0
1173,21.92,10,37.5,0,36.8,0,alto,app,0,0
1174,71.21,14,43.2,0,20.4,0,bajo,app,0,0
1175,66.85,11,5.5,0,23.0,0,bajo,web,0,0
1176,329.52,7,84.3,3,25.3,0,bajo,web,0,0
1177,634.64,10,402.6,0,22.4,0,medio,telefono,0,0
1178,83.92,13,160.4,2,35.1,0,medio,web,1,0
1179,319.41,17,571.8,0,53.8,0,medio,web,1,0
1180,123.73,23,500.6,1,58.7,0,bajo,app,2,1
1181,62.77,18,180.2,1,76.1,1,bajo,app,1,0
1182,50.95,18,72.5,2,47.6,0,bajo,web,0,0
1183,52.13,11,117.3,1,39.3,0,bajo,web,1,0
1184,38.25,10,0.1,2,5.6,0,bajo,app,1,0
1185,162.28,7,25.3,1,26.4,0,bajo,telefono,0,0
1186,48.71,13,122.6,1,38.6,0,bajo,app,0,0
1187,8.77,4,37.8,1,24.5,0,bajo,web,0,0
1188,73.91,12,159.6,0,68.5,1,alto,web,0,0
1189,,2,107.4,1,22.1,0,bajo,app,2,0
1190,130.66,5,160.1,0,13.2,0,bajo,app,1,0
1191,,19,40.6,1,13.2,0,bajo,telefono,0,0
1192,123.86,6,53.2,2,54.9,1,alto,app,2,1
1193,22.97,5,11.1,1,53.3,0,medio,app,1,0
1194,81.01,23,128.8,0,12.4,1,bajo,web,1,0
1195,89.49,15,345.1,0,63.5,0,bajo,app,1,0
1196,239.01,8,256.1,3,66.5,1,bajo,app,0,0
1197,54.7,11,39.1,0,27.7,0,medio,web,0,0
1198,51.35,9,55.9,1,31.5,1,bajo,pos,2,0
1199,75.67,9,72.3,1,42.4,0,bajo,pos,0,0
1200,23.37,23,155.7,3,33.2,0,bajo,web,1,0
1201,17.1,11,10.1,1,59.1,0,bajo,web,0,0
1202,38.83,2,49.1,2,1.0,0,bajo,web,0,0
1203,157.49,4,106.7,1,45.2,0,medio,web,0,0
1204,107.57,17,101.9,2,40.3,0,bajo,app,0,0
1205,968.26,21,49.8,0,33.3,0,bajo,web,0,0
1206,128.05,8,252.5,1,5.0,0,bajo,web,1,0
1207,44.38,14,63.0,1,6.1,0,medio,web,0,0
1208,216.95,23,129.5,1,37.1,0,bajo,web,0,1
1209,394.36,4,12.3,2,27.0,0,bajo,telefono,1,1
1210,65.44,18,419.0,2,47.5,0,bajo,web,0,0
1211,148.76,22,143.6,1,47.2,0,bajo,web,0,0
1212,22.63,3,53.2,0,5.3,0,bajo,app,0,0
1213,14.73,21,118.1,1,70.4,1,alto,app,0,1
1214,80.75,12,70.2,0,27.7,0,alto,app,0,0
1215,108.09,8,21.7,0,17.8,0,bajo,app,0,0
1216,58.73,20,270.5,0,31.7,0,medio,app,1,0
1217,97.57,6,142.0,1,7.4,0,medio,app,1,0
1218,25.09,13,40.0,2,52.7,0,bajo,app,0,0
1219,143.21,19,151.8,1,1.0,0,medio,web,0,0
1220,60.37,1,0.7,1,53.5,0,alto,web,0,0
1221,47.87,7,238.1,1,23.4,0,bajo,web,0,0
1222,57.23,8,104.7,2,32.3,0,medio,web,0,0
1223,363.99,20,19.6,2,103.1,0,bajo,app,0,0
1224,274.03,15,85.1,1,24.1,0,bajo,app,0,0
1225,54.7,1,3.0,3,74.4,1,bajo,app,0,0
1226,76.49,1,202.8,0,30.4,0,bajo,app,0,0
1227,38.1,4,113.2,0,1.0,0,bajo,web,0,0
1228,22.93,10,430.2,1,35.1,0,medio,pos,1,1
1229,359.41,12,25.3,4,41.2,1,bajo,app,1,0
1230,32.74,3,11.5,0,4.2,0,medio,pos,0,0
1231,46.65,21,19.9,0,16.2,0,bajo,web,0,0
1232,103.95,1,39.2,0,36.8,0,bajo,app,0,0
1233,57.64,17,27.9,2,42.5,0,bajo,app,1,1
1234,418.18,19,34.5,3,31.5,0,medio,web,0,0
1235,108.38,9,197.5,4,25.1,0,bajo,app,0,0
1236,50.62,16,153.4,3,88.0,1,bajo,pos,0,0
1237,18.89,23,10.2,0,49.1,1,bajo,web,1,0
1238,220.93,21,288.6,3,40.7,0,bajo,app,0,0
1239,57.18,8,51.4,0,11.6,0,bajo,web,0,0
1240,34.35,16,8.9,0,11.2,0,alto,web,0,0
1241,17.56,19,12.5,1,57.4,0,bajo,web,0,0
1242,42.04,12,213.8,0,52.4,0,bajo,app,0,0
1243,256.42,4,28.2,2,9.7,1,medio,app,0,1
1244,67.11,7,354.4,1,28.8,0,medio,app,0,0
1245,21.8,4,0.5,2,41.2,0,bajo,app,0,0
1246,54.51,1,184.7,1,87.1,1,bajo,telefono,1,0
1247,352.34,20,92.6,0,31.0,0,bajo,web,0,0
1248,90.88,11,76.0,0,26.6,0,bajo,pos,0,0
1249,38.14,11,415.5,0,42.5,0,bajo,web,0,0
1250,120.06,17,111.5,0,22.4,0,medio,app,0,0
1251,24.57,0,203.5,1,37.1,0,bajo,web,1,0
1252,23.49,9,95.9,0,44.4,0,medio,pos,1,0
1253,38.57,6,100.7,2,40.4,0,bajo,web,0,0
1254,44.7,6,366.4,1,18.1,1,bajo,app,0,0
1255,23.87,23,154.7,2,28.2,0,bajo,pos,0,0
1256,123.56,14,135.1,0,24.9,0,bajo,app,0,0
1257,285.05,11,37.7,1,41.5,0,bajo,pos,1,0
1258,,17,53.9,2,34.0,0,bajo,telefono,1,0
1259,63.08,14,7.4,2,34.0,0,bajo,web,0,0
1260,234.21,3,89.5,0,38.5,0,bajo,pos,0,0
1261,78.53,5,53.8,0,35.9,0,medio,app,0,0
1262,23.91,11,24.8,1,28.9,0,bajo,app,0,0
1263,183.55,13,26.9,3,32.4,0,bajo,app,0,0
1264,62.29,6,139.8,1,29.1,1,medio,pos,0,0
1265,42.3,12,11.7,0,21.7,0,medio,web,0,0
1266,40.68,22,66.7,1,54.1,0,bajo,web,0,0
1267,50.74,20,23.6,2,17.2,0,bajo,app,0,0
1268,43.29,4,55.1,2,33.8,0,bajo,pos,0,0
1269,21.57,1,241.9,0,29.0,1,bajo,web,0,0
1270,120.66,9,145.5,2,37.1,0,bajo,app,2,0
1271,119.37,22,157.7,1,19.4,0,alto,web,1,0
1272,87.34,10,82.2,1,32.3,0,bajo,web,0,0
1273,33.38,5,12.8,5,38.8,1,bajo,web,1,1
1274,346.18,20,162.9,0,9.7,1,alto,web,0,1
1275,10.93,11,72.2,3,60.2,0,medio,app,0,0
1276,14.39,1,43.3,0,50.6,0,medio,telefono,0,0
1277,57.19,12,136.3,0,16.5,0,medio,app,0,0
1278,243.66,3,21.9,1,47.0,0,bajo,app,0,0
1279,33.22,14,2.9,2,18.4,0,bajo,pos,0,0
1280,52.55,7,12.1,2,85.7,0,alto,app,1,0
1281,69.06,22,19.0,2,1.0,0,bajo,pos,2,0
1282,60.72,15,112.3,0,16.0,0,bajo,web,0,0
1283,136.02,12,241.4,2,51.1,0,bajo,app,0,0
1284,168.24,10,253.0,0,88.7,1,medio,web,0,0
1285,361.08,17,113.8,0,39.1,0,bajo,pos,0,0
1286,111.2,4,113.9,3,63.5,0,bajo,app,0,0
1287,48.37,14,74.4,0,40.9,0,medio,app,0,0
1288,196.37,8,39.2,2,48.1,1,medio,web,0,0
1289,110.75,12,42.3,1,41.0,0,bajo,app,0,0
1290,103.03,13,139.9,1,8.5,0,bajo,web,1,0
1291,129.21,19,70.0,1,15.6,0,bajo,pos,1,0
1292,561.95,23,83.9,1,1.0,0,bajo,app,0,0
1293,327.15,12,6.5,0,45.1,0,medio,web,0,0
1294,40.67,0,220.8,0,80.9,0,bajo,app,1,0
1295,22.08,10,0.0,1,26.1,0,bajo,web,0,0
1296,105.62,23,112.6,1,70.6,0,bajo,web,0,0
1297,8.25,7,115.7,0,39.7,0,medio,pos,0,0
1298,71.3,10,162.9,1,26.6,0,bajo,pos,1,0
1299,56.25,13,1.8,3,2.6,0,bajo,app,0,0
1300,99.08,19,53.0,2,61.0,0,alto,telefono,0,0
1301,55.3,0,72.7,1,22.8,0,bajo,pos,0,0
1302,71.09,2,374.1,0,43.8,1,bajo,web,1,0
1303,59.1,12,15.9,2,31.5,0,bajo,app,0,0
1304,51.89,1,196.6,1,23.9,0,alto,app,0,0
1305,20.26,3,126.9,0,26.0,1,bajo,web,0,0
1306,64.34,11,166.0,1,47.8,0,bajo,app,0,0
1307,29.27,9,252.8,0,1.0,0,bajo,web,1,0
1308,114.76,17,17.5,0,24.0,0,alto,app,1,0
1309,21.6,23,9.3,3,38.7,0,bajo,app,1,0
1310,48.09,11,46.1,1,14.2,0,bajo,web,0,0
1311,281.2,4,251.0,0,39.5,1,bajo,web,0,0
1312,28.12,19,54.9,1,1.4,1,bajo,app,0,1
1313,17.91,16,6.1,2,62.8,0,bajo,app,0,0
1314,116.71,4,259.7,3,8.4,0,bajo,web,1,1
1315,20.36,13,75.4,0,40.5,0,alto,pos,1,0
1316,228.91,8,30.6,0,48.1,0,bajo,app,0,0
1317,,10,2.7,2,43.4,0,medio,web,0,0
1318,75.31,3,118.4,1,36.4,0,bajo,pos,0,0
1319,154.11,12,25.3,1,1.0,0,alto,app,0,0
1320,43.84,6,175.7,2,51.5,0,bajo,app,1,0
1321,94.47,5,7.1,1,61.7,0,alto,web,0,0
1322,51.55,1,9.8,0,58.2,1,medio,pos,1,0
1323,52.8,7,124.9,2,38.7,0,medio,web,0,1
1324,22.75,7,74.3,0,21.3,0,bajo,app,0,0
1325,320.81,1,305.7,2,7.4,0,bajo,web,0,0
1326,70.34,21,107.3,3,84.8,0,bajo,app,0,0
1327,117.7,5,213.5,2,42.4,0,bajo,web,0,0
1328,30.3,9,141.1,1,23.3,1,bajo,app,1,0
1329,226.56,7,67.6,2,38.8,0,bajo,web,0,0
1330,41.98,16,40.4,1,38.5,1,bajo,pos,0,0
1331,122.89,7,68.1,0,30.2,0,bajo,pos,0,0
1332,57.68,8,20.0,2,1.0,0,alto,web,1,0
1333,131.59,20,36.9,0,63.3,0,bajo,web,0,0
1334,57.64,7,419.1,0,77.6,0,alto,app,0,0
1335,37.28,8,22.9,0,7.5,0,bajo,app,0,0
1336,60.11,21,135.4,1,72.0,0,bajo,pos,0,0
1337,60.37,6,34.3,3,65.5,0,alto,app,0,0
1338,13.26,12,33.8,0,27.0,0,bajo,app,1,0
1339,133.01,1,223.6,4,67.6,0,bajo,app,1,0
1340,38.33,14,95.7,4,22.5,0,alto,web,0,1
1341,19.96,11,44.8,1,52.1,0,bajo,app,1,0
1342,112.24,23,49.1,2,1.4,0,bajo,web,0,0
1343,85.44,19,9.8,3,3.7,0,bajo,web,0,0
1344,56.98,18,125.7,0,69.0,0,bajo,app,0,0
1345,66.69,11,308.9,0,33.7,0,bajo,web,0,0
1346,133.41,8,29.9,2,12.9,0,medio,pos,1,0
1347,433.13,4,38.2,1,11.4,0,bajo,telefono,0,0
1348,20.22,4,222.8,0,40.5,0,bajo,app,0,0
1349,90.84,15,198.6,0,15.7,0,bajo,app,0,0
1350,67.43,3,79.2,3,29.6,0,bajo,app,0,0
1351,66.76,12,274.7,1,19.5,0,bajo,app,0,0
1352,235.53,20,52.5,0,19.6,0,bajo,pos,0,0
1353,58.49,13,181.4,1,52.1,0,bajo,app,0,0
1354,26.33,2,69.5,2,83.2,0,bajo,pos,0,0
1355,54.41,18,30.1,2,67.3,1,bajo,pos,0,0
1356,12.14,6,320.7,1,24.8,0,bajo,app,0,0
1357,17.68,19,61.0,2,56.0,1,bajo,app,0,1
1358,18.84,14,6.3,0,65.3,0,bajo,app,0,0
1359,7.71,13,7.8,1,31.6,0,bajo,pos,0,0
1360,171.86,7,91.6,1,10.5,0,alto,telefono,0,1
1361,82.88,6,134.8,1,38.3,0,alto,pos,0,0
1362,29.16,19,81.2,1,10.3,0,bajo,pos,0,0
1363,274.54,16,202.2,0,60.6,0,bajo,telefono,0,0
1364,338.19,0,210.5,2,14.6,0,medio,app,0,1
1365,62.39,3,338.2,4,26.9,0,bajo,pos,0,0
1366,27.59,0,17.0,1,20.5,0,bajo,app,0,0
1367,147.81,10,44.7,0,43.2,0,medio,web,0,0
1368,177.1,3,98.5,0,38.9,0,bajo,web,0,0
1369,105.69,7,76.3,0,50.2,1,bajo,web,0,0
1370,27.21,0,96.2,2,33.4,0,alto,app,0,0
1371,23.9,8,94.4,1,40.1,0,medio,pos,1,0
1372,157.76,4,188.0,0,80.7,1,bajo,web,0,0
1373,17.02,9,340.5,1,45.0,0,bajo,app,0,0
1374,66.09,9,42.6,1,48.4,0,bajo,web,0,0
1375,86.69,1,34.5,1,60.6,0,bajo,app,0,0
1376,692.21,9,117.4,0,22.6,0,medio,web,1,0
1377,429.43,2,152.2,2,42.4,0,bajo,app,2,0
1378,50.75,14,206.1,2,61.1,1,alto,telefono,0,1
1379,137.94,7,12.8,0,70.6,0,bajo,pos,1,0
