id_maquina,temperatura_motor_c,vibracion_mm_s,presion_hidraulica_bar,horas_operacion,ciclos_acumulados,humedad_ambiente_pct,ruido_db,turno,linea_produccion,target_falla_30d
797,77.12,2.8,85.4,851,61686,55.1,82.0,C,L4,0
798,74.53,4.61,59.2,2878,34287,49.4,71.3,B,L3,0
799,64.73,2.17,64.7,2823,14941,56.0,75.2,B,L1,0
800,60.04,4.91,93.4,6392,23737,45.1,73.8,A,L2,0
801,68.97,2.23,80.1,7873,90310,57.2,65.3,A,L3,0
802,63.1,4.83,85.0,4586,58358,64.1,74.6,C,L4,1
803,58.74,2.95,74.0,7778,69826,74.0,71.7,B,L2,0
804,63.22,3.33,77.7,8912,71306,47.2,59.1,A,L4,0
805,63.34,5.38,82.0,6387,114957,22.9,76.2,C,L4,1
806,66.78,2.27,105.1,2688,17605,58.5,71.8,B,L2,0
807,71.01,3.21,89.6,2358,88992,58.8,68.8,C,L1,1
808,66.72,2.93,95.5,5953,111493,95.0,65.5,B,L2,1
809,69.38,3.05,91.3,2313,25611,74.1,73.3,B,L2,0
810,65.79,4.07,86.9,7949,40333,66.6,67.9,B,L4,0
811,71.94,3.31,85.8,1884,103204,46.7,87.8,B,L1,0
812,82.0,2.47,77.8,1225,29531,14.2,72.3,B,L2,0
813,66.32,3.54,72.6,2139,55981,5.0,63.4,A,L1,0
814,69.45,3.52,79.3,5111,55345,30.8,73.4,A,L1,0
815,61.51,1.92,99.2,4229,36273,45.3,77.0,A,L2,0
816,91.33,3.06,98.1,5081,39251,52.3,74.9,A,L2,0
817,63.47,1.87,81.6,5363,46317,60.7,60.3,B,L1,0
818,78.7,2.25,90.6,7045,60162,27.1,71.4,B,L2,0
819,65.82,2.1,93.6,4231,69466,43.2,59.5,C,L1,0
820,68.58,2.82,86.1,6286,75868,44.6,69.1,B,L1,0
821,60.83,2.98,93.8,780,44556,36.2,80.1,C,L3,0
822,62.47,3.34,81.8,1304,67950,26.5,71.6,A,L1,0
823,,2.75,90.9,6510,5755,59.2,68.8,B,L1,0
824,61.94,1.97,108.2,1235,72303,53.6,59.2,B,L1,0
825,53.97,4.57,83.2,4761,69199,69.3,65.0,A,L4,0
826,78.01,0.78,92.0,3792,111399,31.7,70.1,A,L1,0
827,48.23,3.51,90.4,4951,91902,61.6,59.9,C,L1,0
828,57.37,2.3,78.7,6671,112957,43.0,79.2,A,L1,0
829,78.05,5.09,90.8,1406,81451,34.9,69.1,B,L3,0
830,60.17,1.73,106.0,2589,102036,38.0,86.8,C,L1,0
831,66.79,3.89,76.5,4814,86929,41.9,73.0,A,L1,0
832,74.3,2.07,105.6,5420,43031,48.1,62.7,B,L1,0
833,57.21,2.15,67.5,4034,102137,39.9,70.4,C,L1,0
834,65.34,5.06,79.8,4488,73231,31.4,67.2,A,L2,1
835,63.17,6.54,120.9,2319,63830,7.3,66.0,B,L3,0
836,57.3,3.53,86.3,6588,24678,35.9,61.9,A,L3,0
837,63.76,1.62,108.6,2449,1505,51.2,67.6,B,L4,0
838,59.95,4.29,83.7,2725,33757,5.0,66.6,B,L2,0
839,51.85,1.45,78.3,7919,93986,47.7,77.2,B,L4,0
840,69.23,4.65,83.2,2365,91563,22.7,86.0,A,L2,1
841,60.28,0.93,78.2,4785,65626,54.7,76.5,A,L1,0
842,54.05,2.45,88.8,2610,113722,24.3,64.7,A,L2,0
843,67.41,3.77,64.5,333,89405,61.2,61.9,A,L4,0
844,75.4,1.95,97.4,1571,104884,44.0,66.7,B,L4,0
845,61.35,2.52,90.1,2283,13175,70.0,72.2,B,L1,0
846,66.57,2.86,80.7,6899,28766,32.2,72.2,C,L4,0
847,56.42,2.47,85.7,8213,60263,57.0,68.0,A,L4,0
848,66.12,1.99,97.4,6146,18321,52.0,69.1,C,L4,0
849,43.56,2.56,92.4,7222,116868,27.3,68.9,C,L4,0
850,57.07,1.43,87.3,4510,16236,51.6,77.6,B,L1,0
851,50.93,3.9,84.5,1582,23026,53.7,79.3,A,L2,0
852,63.19,2.55,80.9,8983,82999,29.5,68.4,B,L2,0
853,76.17,2.49,86.3,8577,83681,75.2,62.9,A,L3,1
854,65.96,6.8,77.2,4332,12830,52.9,78.1,A,L1,0
855,55.85,3.06,80.7,1366,114226,68.9,68.3,B,L1,0
856,54.19,3.5,81.4,6351,54273,38.9,72.7,B,L3,0
857,65.94,3.66,71.7,6195,109804,50.6,72.7,A,L3,0
858,76.68,3.24,95.6,3025,21460,43.8,74.9,A,L1,0
859,57.68,3.21,99.7,362,71525,44.5,75.6,C,L1,0
860,68.4,3.77,74.9,3298,75235,71.2,76.1,B,L3,1
861,78.24,3.41,95.8,3207,93764,37.3,64.1,C,L2,1
862,72.89,2.74,87.5,7001,97720,61.3,69.8,C,L4,1
863,61.84,2.19,96.5,4612,83576,37.7,70.2,A,L2,0
864,58.58,4.83,93.5,1865,119073,59.1,70.6,B,L1,1
865,60.74,2.24,89.6,535,115670,44.5,65.4,B,L2,0
866,,4.56,66.6,446,80869,34.8,58.1,B,L2,0
867,66.64,3.13,88.7,1702,113660,45.7,75.6,B,L1,0
868,78.71,3.48,85.3,8896,65913,55.7,84.5,B,L4,1
869,52.6,2.19,74.2,1051,27754,20.1,78.2,A,L2,0
870,63.31,2.27,62.9,3447,56188,14.5,70.8,A,L2,0
871,55.29,1.95,87.4,6332,106852,51.9,82.5,C,L1,0
872,68.02,2.91,90.3,6167,68972,45.9,76.9,B,L4,0
873,63.47,5.43,79.3,5740,84251,41.0,79.1,B,L2,1
874,90.23,1.83,83.5,5626,105502,42.8,74.9,B,L3,0
875,78.18,2.57,71.9,813,52317,65.1,82.7,A,L3,0
876,72.61,4.12,70.1,2903,13724,5.0,78.4,A,L4,0
877,58.79,3.31,81.9,2342,91249,51.9,64.0,C,L1,0
878,78.05,7.75,72.1,3188,17555,30.9,74.1,B,L2,1
879,76.54,5.89,94.0,8488,72124,40.9,69.4,B,L3,1
880,75.29,4.0,57.7,2343,76939,55.9,85.8,B,L3,0
881,80.3,3.67,88.7,476,48606,43.0,71.4,B,L2,0
882,72.16,4.32,94.3,804,59172,36.5,71.8,A,L1,0
883,63.05,3.37,85.0,2899,109539,48.4,62.3,A,L3,0
884,85.59,1.6,88.2,2644,107657,56.3,54.7,A,L3,0
885,53.21,1.31,87.4,2833,26754,74.4,72.2,A,L1,0
886,77.26,7.4,57.9,8355,91214,29.9,71.7,B,L4,1
887,60.21,2.63,81.8,2164,21893,47.8,61.9,B,L1,0
888,50.29,1.81,82.3,1630,9083,55.7,53.1,B,L1,0
889,70.2,6.23,96.2,8072,85455,36.5,76.1,B,L3,1
890,76.98,1.39,107.4,765,63029,65.3,77.0,B,L2,0
891,84.25,2.04,81.2,6642,37258,51.8,74.5,C,L3,0
892,70.19,3.1,74.0,3533,60359,38.9,63.5,A,L4,0
893,62.38,2.31,82.5,5680,117072,30.8,62.6,A,L1,0
894,84.04,1.95,102.0,5507,87178,64.5,76.8,C,L2,0
895,71.48,4.09,84.3,2679,83682,51.1,59.5,B,L1,0
896,78.36,2.16,93.9,5544,11954,44.8,69.8,B,L4,0
897,73.7,4.77,70.7,905,71088,56.2,64.5,A,L2,0
898,69.09,3.49,84.6,5890,87996,47.8,74.5,A,L1,0
899,61.81,4.45,60.8,1272,18749,49.1,85.4,B,L2,0
900,68.73,2.62,83.2,8351,67305,60.3,59.6,B,L2,0
901,78.22,1.94,84.5,8368,109069,41.7,83.3,A,L4,1
902,70.05,2.04,91.4,1582,1505,20.6,57.3,C,L1,0
903,49.15,4.02,60.0,4369,78194,43.4,73.0,A,L4,0
904,56.27,1.8,82.2,1171,13577,34.6,53.1,B,L2,0
905,73.24,2.38,74.4,6830,104451,63.1,70.0,A,L1,0
906,61.96,3.52,103.6,4500,91391,58.7,65.9,B,L1,0
907,78.55,2.45,96.9,5862,27806,65.3,80.7,B,L2,0
908,63.11,3.66,99.2,786,111683,64.2,72.6,B,L2,0
909,65.01,4.41,94.3,7782,40636,41.5,74.9,A,L3,0
910,91.61,,94.1,5266,67295,50.1,71.0,A,L2,0
911,61.67,3.35,83.0,3873,31091,29.6,65.8,C,L1,0
912,63.64,3.48,70.1,1625,43004,62.3,75.9,A,L3,0
913,56.89,3.14,80.5,349,113105,38.5,68.5,B,L4,0
914,77.82,3.36,79.9,8477,43668,61.9,80.1,A,L1,1
915,63.52,3.31,66.7,4203,114148,42.5,68.0,B,L2,0
916,69.44,4.34,92.0,5221,68691,58.7,74.9,A,L2,0
917,62.16,3.57,78.2,1382,32092,60.3,83.1,C,L1,1
918,56.46,2.3,92.8,8477,79850,42.5,66.3,A,L1,0
919,84.11,3.31,87.9,7302,83506,41.1,82.0,C,L1,1
920,65.39,3.65,81.1,7185,101378,28.4,77.3,A,L1,0
921,74.2,2.07,64.2,366,108521,21.8,61.8,A,L4,0
922,71.71,8.2,101.9,7579,82455,49.3,64.2,A,L4,1
923,85.02,,97.7,520,14503,40.1,74.8,B,L3,0
924,58.29,3.96,88.9,1534,103649,52.6,66.7,A,L2,0
925,67.21,2.36,75.5,1008,25465,59.6,80.3,B,L1,0
926,45.55,2.5,73.4,2224,102418,79.7,61.8,A,L3,0
927,67.92,6.96,105.8,7844,3541,20.6,78.6,A,L3,0
928,72.96,1.75,78.1,8928,17083,53.0,67.4,A,L1,0
929,87.55,2.95,69.6,2422,116779,41.0,68.3,A,L3,1
930,80.83,2.36,71.5,994,98258,76.2,67.1,A,L4,0
931,52.32,2.31,74.6,2046,99526,41.3,77.1,A,L1,0
932,81.76,3.71,87.7,3643,81865,36.6,69.7,B,L1,1
933,57.96,3.15,89.2,3891,107859,53.2,61.0,B,L1,0
934,60.37,4.79,85.8,3996,4102,86.2,76.0,B,L2,0
935,53.89,3.64,75.7,8623,100929,42.1,62.9,C,L2,0
936,63.1,1.89,117.3,809,17227,67.7,83.9,A,L3,0
937,71.37,4.32,70.7,2352,7551,44.7,62.9,C,L4,0
938,71.82,5.21,67.3,8227,95343,58.2,69.8,C,L1,1
939,80.84,4.35,88.2,2803,45788,34.4,81.8,C,L2,0
940,72.21,2.22,93.4,5788,30225,57.6,69.5,A,L1,0
941,69.89,2.61,82.0,5289,31935,67.4,74.2,B,L1,0
942,74.84,0.9,93.3,1457,58831,12.1,76.5,A,L4,0
943,75.81,3.14,71.4,2112,101133,35.0,58.8,A,L1,1
944,,5.25,49.2,502,34669,37.4,60.8,A,L1,0
945,69.8,1.65,70.3,8451,23825,76.3,67.8,A,L2,0
946,73.13,3.45,78.6,7606,17287,38.8,64.8,C,L4,0
947,75.2,4.44,76.8,6165,114941,59.0,74.6,B,L2,0
948,75.48,1.12,75.6,7656,69620,7.3,60.2,A,L3,0
949,,2.78,57.2,3476,94349,51.3,83.7,C,L1,0
950,47.61,2.17,72.6,450,72701,40.9,80.7,A,L3,0
951,69.78,6.93,86.9,4286,106788,52.5,70.0,A,L3,1
952,69.69,1.8,73.5,1538,30556,67.8,75.8,A,L3,0
953,80.2,1.95,74.0,6391,51279,58.4,75.3,A,L2,0
954,71.61,5.36,70.4,438,64028,59.2,82.1,B,L4,1
955,58.28,1.07,71.2,7336,44165,57.0,66.7,C,L3,0
956,54.57,8.9,65.1,2753,68604,43.8,67.0,B,L4,1
957,62.68,6.7,77.9,1324,117041,59.5,84.4,A,L4,1
958,53.14,2.35,69.2,4870,116611,28.4,70.0,B,L1,0
959,84.26,2.38,84.5,3849,114769,65.9,77.1,A,L1,0
960,58.33,3.97,80.4,2216,76053,72.9,88.9,A,L4,0
961,79.71,2.41,78.9,5668,75057,28.0,66.6,B,L2,0
962,54.03,2.54,77.1,7238,41390,56.5,62.4,A,L2,0
963,64.88,2.44,,1449,91955,46.8,61.6,B,L3,0
964,48.91,6.84,77.5,1733,5787,38.3,53.5,A,L1,0
965,73.82,2.35,75.9,7320,29769,71.5,59.7,A,L1,0
966,70.3,3.25,100.4,5062,50199,28.2,88.6,B,L3,1
967,68.15,1.47,84.9,1033,75708,53.3,65.7,A,L3,0
968,77.26,7.08,94.9,4400,17160,33.3,59.7,A,L3,0
969,73.75,8.35,92.1,2824,60194,51.5,71.7,C,L4,1
970,56.43,4.36,115.9,6731,76881,32.8,81.6,A,L3,0
971,62.77,1.91,99.4,796,40039,44.6,78.6,A,L1,0
972,61.52,3.34,68.7,7630,89675,67.3,83.6,A,L2,1
973,73.44,5.14,94.1,310,3599,33.0,84.2,C,L4,0
974,62.83,5.08,94.0,3041,101787,51.0,59.4,A,L3,0
975,61.39,2.87,82.4,8324,32265,42.8,81.6,C,L1,0
976,73.13,4.23,62.2,4496,104039,72.0,84.2,A,L1,0
977,69.65,7.78,97.1,7920,3536,43.8,75.9,B,L1,0
978,77.19,2.66,74.2,8542,8553,49.0,65.2,B,L1,0
979,71.87,2.7,77.1,1583,48807,54.7,58.5,C,L2,0
980,67.15,2.0,73.2,4731,13233,41.8,75.6,A,L2,0
981,80.84,3.97,85.6,6570,110962,34.0,82.2,A,L3,1
982,60.89,,91.2,7831,17361,31.5,66.8,A,L4,0
983,54.59,8.44,63.0,2173,73589,51.0,80.9,B,L1,1
984,64.8,4.66,90.2,3609,105371,76.8,79.7,A,L2,1
985,62.1,4.59,102.3,4026,74227,18.7,65.2,C,L1,0
986,65.76,2.96,78.6,8000,66701,42.3,80.2,A,L4,0
987,85.48,1.36,87.5,6367,64083,57.3,71.5,B,L1,0
988,53.44,3.39,66.8,1612,68229,36.6,91.3,A,L2,0
989,59.2,4.21,98.4,105,111184,43.3,63.8,C,L1,1
990,71.51,3.37,103.3,8768,89653,60.5,67.5,B,L2,0
991,64.76,2.49,82.0,6520,19827,25.7,63.6,C,L1,0
992,66.75,2.62,74.8,3657,34229,45.4,79.2,A,L2,0
993,75.52,10.25,88.1,4732,97973,62.5,70.3,A,L4,1
994,67.56,4.87,64.0,7995,13572,60.5,63.8,A,L3,0
995,59.19,3.84,74.9,8896,107716,65.3,61.6,A,L3,0
996,58.61,3.41,100.6,5775,68931,71.5,73.0,B,L4,0
997,77.91,2.88,107.1,7817,49193,43.5,72.0,A,L3,0
998,68.06,3.71,85.2,1488,63674,14.8,73.2,A,L1,0
999,63.85,1.89,69.0,4948,8698,21.6,59.2,C,L3,0
1000,53.42,2.92,93.2,6844,33973,34.9,81.7,C,L4,0
1001,75.12,1.53,67.7,2728,35874,43.0,86.5,C,L2,0
1002,65.65,3.61,81.8,4357,28374,31.2,68.5,A,L2,0
1003,73.48,2.2,109.1,6278,77469,43.1,67.5,B,L3,1
1004,65.72,3.8,97.0,2398,39197,59.5,74.2,B,L2,0
1005,65.5,0.89,91.1,5541,40405,35.0,69.9,A,L3,0
1006,63.67,2.17,82.2,3358,119520,5.2,70.7,B,L1,0
1007,83.19,4.04,94.0,1506,90912,53.1,67.9,B,L2,1
1008,75.66,3.87,87.0,5897,23859,57.2,80.1,B,L4,0
1009,77.96,2.34,112.3,5379,47326,70.5,71.9,A,L2,0
1010,74.42,4.61,67.8,4052,80181,61.8,74.0,C,L2,1
1011,55.62,6.34,73.5,1943,104484,51.2,72.6,B,L4,1
1012,65.23,1.99,81.6,5988,59111,50.3,63.5,C,L2,0
1013,81.17,5.09,78.3,3889,9363,31.0,80.1,C,L2,1
1014,51.26,2.82,91.2,5371,95417,40.1,61.8,C,L4,0
1015,72.36,3.47,72.4,259,47117,30.9,75.9,C,L3,0
1016,71.67,2.07,85.5,1137,52835,34.5,68.2,B,L2,0
1017,70.82,2.88,102.7,364,102606,82.4,71.4,B,L2,1
1018,65.26,4.27,76.1,1782,97125,62.7,81.9,A,L2,0
1019,58.9,6.13,71.5,6017,115740,66.3,70.4,B,L3,1
1020,85.27,3.01,78.8,5836,51639,68.6,63.9,A,L1,0
1021,68.3,1.88,84.9,476,99951,14.7,66.6,C,L3,0
1022,73.84,2.88,65.4,2772,62848,57.7,75.5,C,L2,1
1023,77.48,4.59,72.0,8557,113475,60.2,76.5,B,L1,1
1024,64.21,2.96,101.7,2326,68020,29.2,69.0,B,L2,0
1025,75.81,1.72,81.6,118,37867,9.9,76.3,A,L3,0
1026,61.87,3.4,87.1,2912,25989,78.2,76.0,B,L4,0
1027,63.13,2.98,89.8,148,112008,89.0,72.6,C,L1,0
1028,79.44,2.2,94.1,8117,36995,55.1,72.5,B,L4,0
1029,58.09,5.32,82.5,520,60317,68.4,67.4,B,L4,0
1030,57.76,1.8,75.8,4218,109685,44.0,78.7,C,L3,0
1031,78.49,2.16,84.9,2707,43431,42.6,70.3,C,L1,0
1032,83.47,3.05,100.9,2678,90306,63.0,94.7,A,L3,1
1033,84.57,2.15,80.9,2289,49249,17.4,69.3,A,L3,0
1034,67.93,1.17,109.5,2394,39072,59.7,79.4,A,L3,0
1035,55.7,1.82,81.7,8012,88816,59.3,65.2,C,L2,0
1036,70.26,2.84,76.3,8565,91863,67.2,74.2,C,L3,0
1037,62.13,2.21,83.0,6594,85539,40.7,66.4,C,L2,0
1038,66.32,2.93,94.8,1884,33991,61.9,81.0,A,L2,0
1039,66.99,2.45,90.4,8956,53787,57.5,64.8,C,L1,0
1040,68.05,3.53,86.2,5095,71699,41.8,56.5,B,L4,0
1041,83.48,5.65,104.2,7589,85761,51.9,77.3,C,L4,1
1042,57.06,2.6,63.0,4961,54810,52.0,68.7,A,L1,0
1043,67.36,1.65,74.3,8847,100771,38.5,65.4,A,L2,0
1044,59.04,3.06,68.6,3155,4054,48.8,70.2,A,L2,0
1045,72.77,8.27,81.8,8373,83836,53.4,70.2,B,L3,1
1046,93.19,2.36,81.6,8906,83689,57.7,81.1,A,L1,1
1047,58.96,1.45,97.0,4161,16055,45.7,83.5,B,L1,0
1048,75.06,1.43,74.1,497,77045,55.9,77.5,B,L1,0
1049,74.69,5.47,61.3,5412,4921,61.4,74.8,A,L3,0
1050,66.2,5.06,84.1,1154,1627,47.4,68.8,A,L2,0
1051,84.22,2.76,82.5,6344,9632,35.2,85.2,A,L3,0
1052,85.3,2.84,91.5,1997,25924,45.1,63.2,A,L2,0
1053,51.04,3.68,70.3,544,104888,49.7,75.5,B,L2,0
1054,56.97,7.35,104.7,4008,85432,44.9,72.7,C,L3,1
1055,65.9,1.82,84.8,2539,82728,68.7,74.6,B,L2,1
1056,55.61,2.75,92.1,8198,111736,72.0,73.9,A,L3,0
1057,58.85,3.56,74.7,793,100098,64.8,77.8,B,L3,0
1058,55.37,5.17,76.5,7522,91841,34.0,70.2,A,L4,0
1059,74.18,1.57,88.9,2221,31498,47.1,78.4,A,L2,0
1060,78.45,2.16,89.2,2517,98711,17.7,73.9,A,L2,0
1061,70.46,5.06,97.1,4371,56566,59.5,74.1,A,L1,0
1062,80.43,2.69,84.2,318,35890,49.5,74.6,B,L4,0
1063,72.0,2.68,91.0,2018,94879,42.7,80.1,B,L2,1
1064,73.53,2.53,84.7,2306,1263,55.0,64.1,C,L4,0
1065,67.95,4.51,82.6,4884,67412,94.5,72.6,C,L4,1
1066,52.17,2.66,83.9,6160,60296,36.3,78.2,B,L2,0
1067,78.66,1.98,79.2,4664,26036,21.8,63.2,C,L3,0
1068,69.57,6.66,70.5,2014,41436,34.8,70.6,B,L1,0
1069,60.73,6.29,81.5,6424,64674,28.2,61.5,B,L2,0
1070,56.7,4.07,79.9,8581,47376,19.4,66.9,A,L2,0
1071,69.64,3.02,90.2,4282,86984,30.9,65.9,A,L3,0
1072,78.96,6.11,90.1,2390,52429,26.0,80.0,B,L3,1
1073,71.4,2.8,87.6,8746,87416,57.2,76.0,B,L4,0
1074,61.72,3.46,81.7,5873,71715,50.3,78.6,B,L3,0
1075,59.67,2.45,61.6,8895,13088,48.2,67.3,C,L1,0
1076,70.21,1.31,68.8,5518,8423,56.0,67.1,A,L3,0
1077,52.85,2.48,85.4,6421,114016,36.8,71.7,C,L3,0
1078,59.06,1.62,78.5,1722,72060,77.1,77.9,A,L4,0
1079,68.84,3.36,103.8,3809,6460,63.6,75.0,B,L1,0
1080,72.29,6.12,99.4,5306,4753,45.6,67.3,A,L3,0
1081,65.85,4.94,85.5,1178,35979,46.2,50.4,B,L3,0
1082,71.82,5.53,101.3,5735,47936,61.1,70.5,B,L4,1
1083,68.32,2.62,94.4,937,119300,25.9,68.3,C,L3,0
1084,58.25,7.45,77.0,5279,5094,37.8,50.9,A,L2,0
1085,73.84,4.41,80.4,1150,3356,47.8,65.3,C,L2,0
1086,68.93,9.2,72.4,6753,83994,64.4,69.1,C,L3,1
1087,65.96,5.43,69.6,6123,2522,57.3,70.0,A,L1,0
1088,89.97,3.66,110.1,8888,118838,35.9,78.0,C,L1,1
1089,76.68,2.68,98.2,6580,15901,50.1,62.7,B,L1,0
1090,47.67,2.63,73.9,2384,11906,54.4,75.0,B,L4,0
1091,68.59,4.38,83.8,2425,50662,38.4,76.1,C,L3,0
1092,71.79,2.69,102.0,6084,55419,56.0,73.4,A,L3,0
1093,61.89,1.67,71.5,1623,88879,32.7,68.1,B,L2,0
1094,59.26,3.19,74.1,112,20139,30.3,83.6,B,L1,0
1095,65.55,3.74,75.4,4856,108380,69.3,68.0,A,L2,1
1096,53.73,1.99,71.0,2966,20928,49.0,67.3,A,L3,0
1097,62.32,1.83,97.5,8999,64758,36.1,69.2,B,L1,0
1098,58.94,2.09,61.7,3303,81426,42.7,80.8,A,L1,0
1099,65.44,2.52,83.9,2125,38446,60.7,72.7,A,L1,0
1100,60.88,3.55,80.1,2546,30314,48.0,59.6,C,L4,0
1101,73.72,2.96,97.3,8318,20227,72.1,56.7,C,L3,0
1102,89.08,4.38,72.4,7156,18285,44.3,71.9,A,L4,0
1103,71.22,4.99,84.9,1264,100440,66.6,73.5,B,L4,0
1104,83.64,1.64,86.8,1891,110359,53.0,70.9,A,L1,1
1105,72.62,2.91,91.7,6662,106424,49.5,77.1,B,L1,0
1106,68.92,3.09,98.9,5867,52045,32.1,69.4,A,L4,0
1107,62.62,1.42,74.2,6881,54971,53.8,66.2,A,L4,0
1108,77.7,3.82,95.4,1580,55985,51.9,61.9,A,L3,0
1109,66.01,1.54,86.1,3725,59839,55.5,67.6,A,L2,0
1110,60.03,4.76,116.8,4629,84850,53.3,66.5,B,L1,0
1111,64.85,3.89,87.0,5268,73564,28.9,70.1,A,L2,0
1112,68.61,4.38,84.8,516,57487,36.2,81.3,A,L3,1
1113,48.55,3.66,99.3,5667,33880,56.6,75.1,A,L4,0
1114,88.74,2.59,68.2,4124,42503,50.6,66.0,A,L1,0
1115,46.17,,105.5,5986,103645,52.0,89.4,C,L1,1
1116,66.75,3.22,105.7,7067,31282,34.6,67.6,A,L1,0
1117,55.64,2.45,77.9,4856,36089,49.7,77.6,C,L2,0
1118,41.64,2.7,62.0,7528,31361,32.7,82.3,A,L4,0
1119,63.48,4.41,77.1,2051,6362,57.5,73.2,C,L2,0
1120,68.2,2.26,84.0,3903,54005,47.4,70.6,A,L2,0
1121,71.34,2.21,82.2,8227,42935,56.7,69.8,B,L1,1
1122,73.57,3.13,85.9,1170,6132,70.4,66.7,A,L4,0
1123,,1.79,75.8,7851,111188,32.3,63.5,A,L2,0
1124,71.23,1.98,94.1,1165,65147,64.9,61.8,C,L4,0
1125,56.61,1.96,95.7,1114,78197,44.3,60.7,A,L3,0
1126,60.44,1.52,102.7,2167,96387,83.9,71.6,B,L4,0
1127,74.52,2.54,73.2,2418,75456,36.5,73.9,A,L1,0
1128,70.49,1.41,79.9,3791,84095,57.4,63.3,B,L2,0
1129,79.65,9.13,86.8,1279,73055,51.4,65.3,B,L1,1
1130,58.71,1.58,81.1,7858,15139,51.9,74.5,B,L3,0
1131,55.59,1.17,89.6,5623,94277,39.0,77.8,A,L3,0
1132,79.67,4.7,82.6,7924,15833,62.3,76.9,A,L3,1
1133,63.3,4.59,66.0,1288,109786,61.6,65.8,B,L3,1
1134,72.06,8.69,79.8,8898,29780,46.9,77.2,B,L4,1
1135,85.86,3.14,68.2,8938,5419,52.8,63.3,C,L3,0
1136,60.85,3.66,99.7,8466,30180,72.8,66.0,A,L4,0
1137,81.14,3.69,98.3,3169,84650,44.6,74.9,C,L1,1
1138,66.08,2.0,77.6,4417,112937,48.8,58.5,B,L4,0
1139,73.56,2.64,79.8,3494,94242,60.5,66.6,B,L4,1
1140,79.39,1.92,90.1,6864,3123,43.4,65.2,B,L2,0
1141,87.71,1.93,69.4,3085,20396,40.6,72.2,A,L1,0
1142,58.85,6.75,83.4,4184,99317,33.4,66.4,B,L4,0
1143,60.47,1.95,70.7,7662,16985,32.4,78.6,B,L2,0
1144,65.43,2.15,93.6,6140,7353,53.4,71.2,B,L1,0
1145,68.53,6.09,70.2,2409,56858,57.6,65.6,B,L3,0
1146,77.17,3.93,60.4,4175,8394,24.8,60.5,B,L2,0
1147,55.76,3.48,78.6,1684,13583,70.0,71.0,A,L3,0
1148,67.75,3.9,77.9,3451,13822,46.4,79.3,A,L1,0
1149,76.05,3.77,84.7,4204,38783,11.5,57.8,C,L4,0
1150,64.26,1.25,96.5,3518,24272,41.7,71.6,C,L4,0
1151,64.34,2.15,103.7,2703,67545,64.4,78.9,C,L2,0
1152,80.66,2.74,117.9,5352,71409,92.3,77.2,B,L3,1
1153,65.89,1.29,66.9,448,94712,81.3,80.0,C,L4,0
1154,74.74,1.29,58.0,3710,36171,56.0,78.7,A,L2,0
1155,83.22,3.79,69.7,320,62269,20.5,78.9,B,L1,0
1156,61.8,2.15,87.1,269,9963,77.7,75.2,A,L2,0
1157,74.56,3.06,73.1,8569,22428,29.5,65.6,A,L1,0
1158,53.56,3.68,103.9,6767,64570,37.4,67.7,A,L3,0
1159,71.38,2.91,91.9,6224,27905,48.0,74.1,B,L4,0
1160,67.23,2.99,74.3,4202,22001,36.1,76.9,B,L2,0
1161,63.2,1.13,85.3,1318,84662,51.3,58.1,A,L1,0
1162,70.19,2.38,95.2,6897,66873,42.6,75.1,A,L3,0
1163,65.0,3.25,88.8,5029,89362,41.3,67.5,B,L3,0
1164,59.63,2.72,95.0,3489,82763,10.2,81.2,A,L1,0
1165,71.31,3.16,88.8,4450,62392,35.1,65.2,A,L1,0
1166,,3.13,94.3,2711,17447,49.5,73.8,A,L1,0
1167,71.85,1.28,90.6,3174,21263,47.1,70.6,B,L4,0
1168,67.48,2.3,105.1,1865,76267,63.1,68.1,B,L3,0
1169,77.92,2.2,80.2,5198,38555,32.0,71.4,A,L4,0
1170,75.8,6.22,77.0,4200,32775,48.7,89.7,B,L3,0
1171,56.67,4.57,90.5,8767,7422,64.2,75.5,C,L3,0
1172,68.73,5.9,76.5,1880,43459,25.0,83.3,B,L4,0
1173,66.35,2.2,95.8,3177,5329,66.4,68.4,B,L2,0
1174,67.31,2.25,108.9,3499,62549,32.8,65.5,A,L1,0
1175,56.28,3.51,79.8,5795,99150,34.7,75.0,C,L1,1
1176,75.1,1.84,68.1,2942,73490,58.2,75.0,C,L4,0
1177,63.85,5.37,90.2,4336,45788,58.3,74.6,A,L1,0
1178,73.02,2.59,89.0,8401,58356,41.6,80.9,A,L1,0
1179,72.33,2.75,86.1,5096,2530,19.3,55.7,B,L1,0
1180,87.28,7.06,82.5,347,28356,42.1,63.4,A,L3,1
1181,85.94,5.18,65.1,1133,6818,63.4,73.7,C,L2,1
1182,73.74,4.39,84.6,129,104101,49.0,70.8,A,L4,1
1183,69.13,2.9,62.6,3309,63713,39.5,78.6,C,L3,0
1184,68.72,1.53,87.0,302,116267,34.9,73.2,A,L3,0
1185,72.19,3.32,82.8,7023,50335,63.2,59.1,A,L2,0
1186,49.15,1.71,90.0,7004,85110,58.8,74.8,B,L3,0
1187,65.43,6.44,79.1,1700,97522,39.1,69.2,B,L4,1
1188,72.2,2.54,85.4,8157,10045,26.9,77.3,A,L4,0
1189,53.05,3.89,89.9,8878,12072,40.2,76.7,A,L3,0
1190,67.7,2.36,74.7,5304,35652,52.1,68.7,A,L4,0
