fecha_hora,pm25_ug_m3,pm10_ug_m3,no2_ppb,co_ppm,temperatura_c,humedad_pct,viento_m_s,estacion,tipo_dia,target_alerta_calidad_aire
2024-05-16 18:00:00,14.21,24.47,37.46,0.72,16.5,45.4,3.82,sur,feriado,0
2024-05-17 00:00:00,49.74,74.16,32.07,0.43,19.8,72.1,2.42,centro,laboral,0
2024-05-17 06:00:00,21.72,52.59,59.68,0.65,17.1,66.3,5.93,sur,laboral,0
2024-05-17 12:00:00,11.64,27.31,24.68,0.58,14.2,98.0,4.98,centro,fin_semana,0
2024-05-17 18:00:00,29.71,,16.71,1.36,10.1,65.8,2.18,sur,laboral,0
2024-05-18 00:00:00,36.92,74.88,44.05,0.75,-1.4,63.8,1.97,norte,laboral,0
2024-05-18 06:00:00,11.41,20.44,21.59,1.74,17.3,63.6,4.8,centro,laboral,0
2024-05-18 12:00:00,5.32,11.07,32.4,1.75,33.5,69.1,3.15,centro,fin_semana,0
2024-05-18 18:00:00,29.36,47.23,25.85,0.89,17.7,48.3,1.2,industrial,feriado,0
2024-05-19 00:00:00,16.08,24.66,28.13,2.39,18.8,57.7,0.69,sur,fin_semana,1
2024-05-19 06:00:00,19.78,25.68,46.35,1.25,-1.0,44.1,8.73,centro,feriado,0
2024-05-19 12:00:00,19.6,36.15,47.99,0.62,2.1,48.2,1.48,industrial,laboral,1
2024-05-19 18:00:00,11.87,27.12,61.1,0.46,21.6,71.3,8.22,norte,laboral,0
2024-05-20 00:00:00,40.03,71.29,11.49,0.69,32.0,56.9,1.0,sur,laboral,1
2024-05-20 06:00:00,34.05,47.67,22.72,0.43,13.6,21.5,7.69,industrial,fin_semana,1
2024-05-20 12:00:00,8.1,18.0,32.13,0.99,18.1,60.1,0.32,industrial,laboral,0
2024-05-20 18:00:00,13.32,28.2,56.66,1.87,18.8,64.7,2.7,norte,laboral,0
2024-05-21 00:00:00,13.66,25.73,20.78,0.97,24.7,69.5,3.45,industrial,fin_semana,0
2024-05-21 06:00:00,43.75,89.9,35.1,1.06,23.7,26.2,2.15,norte,fin_semana,0
2024-05-21 12:00:00,14.03,33.17,35.71,0.56,17.4,52.4,1.53,sur,laboral,0
2024-05-21 18:00:00,21.11,31.2,36.93,2.37,10.7,63.6,2.21,industrial,fin_semana,0
2024-05-22 00:00:00,18.95,41.75,46.97,1.18,14.4,98.0,1.48,sur,fin_semana,1
2024-05-22 06:00:00,19.18,31.36,45.96,0.49,25.6,95.3,4.49,sur,laboral,0
2024-05-22 12:00:00,17.88,36.85,25.31,0.81,3.5,51.8,2.95,centro,laboral,0
2024-05-22 18:00:00,12.08,22.65,23.24,0.8,20.4,50.1,2.89,norte,laboral,0
2024-05-23 00:00:00,22.39,50.82,51.94,2.51,3.0,59.2,5.0,centro,laboral,0
2024-05-23 06:00:00,51.78,116.32,22.04,1.13,26.7,69.7,1.17,centro,laboral,0
2024-05-23 12:00:00,17.76,30.56,16.67,0.46,32.1,55.1,2.77,centro,laboral,0
2024-05-23 18:00:00,9.54,17.45,40.92,1.04,28.9,53.6,3.65,sur,laboral,0
2024-05-24 00:00:00,10.79,25.21,53.24,0.49,14.7,57.6,4.81,sur,fin_semana,0
2024-05-24 06:00:00,9.46,15.84,52.02,0.72,15.7,67.0,0.7,sur,laboral,0
2024-05-24 12:00:00,8.41,16.14,12.78,2.33,19.4,43.9,9.39,centro,laboral,0
2024-05-24 18:00:00,38.49,42.1,30.09,1.09,18.7,62.9,0.79,centro,laboral,1
2024-05-25 00:00:00,25.58,59.55,40.42,1.29,21.5,75.3,4.5,centro,fin_semana,0
2024-05-25 06:00:00,6.94,13.99,50.85,1.07,13.7,47.4,3.03,centro,fin_semana,0
2024-05-25 12:00:00,14.42,,30.11,0.58,17.7,94.0,3.09,sur,laboral,0
2024-05-25 18:00:00,15.45,28.95,22.81,2.32,15.5,41.5,2.4,industrial,laboral,1
2024-05-26 00:00:00,41.83,97.84,48.12,1.15,15.1,64.9,1.36,sur,laboral,1
2024-05-26 06:00:00,24.72,54.16,32.6,0.42,15.1,92.0,6.68,norte,laboral,0
2024-05-26 12:00:00,24.14,46.31,28.55,0.78,13.8,42.5,1.56,sur,fin_semana,0
2024-05-26 18:00:00,25.01,48.61,25.98,1.73,18.6,38.5,2.5,centro,laboral,1
2024-05-27 00:00:00,29.36,61.42,25.53,1.21,7.4,47.3,1.0,norte,laboral,0
2024-05-27 06:00:00,27.03,57.16,21.63,1.84,15.6,51.3,3.97,norte,fin_semana,0
2024-05-27 12:00:00,8.29,17.39,43.26,1.78,16.3,50.3,3.5,norte,laboral,0
2024-05-27 18:00:00,38.15,77.82,35.91,1.13,13.5,55.7,3.64,sur,laboral,0
2024-05-28 00:00:00,19.17,21.73,14.52,1.28,-3.0,77.0,1.42,sur,fin_semana,0
2024-05-28 06:00:00,7.07,10.26,16.53,2.06,17.6,45.8,2.87,centro,laboral,0
2024-05-28 12:00:00,6.4,11.88,12.11,1.18,11.0,98.0,3.64,sur,feriado,0
2024-05-28 18:00:00,31.84,52.29,33.85,2.81,18.1,48.3,0.57,industrial,laboral,1
2024-05-29 00:00:00,12.74,26.81,44.07,1.88,12.0,85.8,3.87,centro,laboral,0
2024-05-29 06:00:00,12.95,29.91,37.37,1.24,12.2,72.4,2.05,centro,laboral,0
2024-05-29 12:00:00,23.7,55.08,32.36,1.13,12.4,40.9,0.9,norte,fin_semana,0
2024-05-29 18:00:00,40.83,69.57,25.99,1.84,3.3,48.9,3.21,industrial,laboral,1
2024-05-30 00:00:00,10.84,19.15,36.22,0.99,14.0,54.0,3.64,sur,fin_semana,0
2024-05-30 06:00:00,35.25,42.9,24.5,0.88,14.1,68.6,1.13,industrial,laboral,1
2024-05-30 12:00:00,30.66,53.79,38.02,0.53,6.8,37.1,0.56,industrial,fin_semana,0
2024-05-30 18:00:00,30.21,57.22,26.67,1.37,16.5,83.5,3.93,sur,laboral,0
2024-05-31 00:00:00,20.99,37.16,22.76,1.92,6.9,68.1,1.28,sur,laboral,0
2024-05-31 06:00:00,28.26,48.96,31.03,1.75,7.0,67.1,2.19,industrial,fin_semana,0
2024-05-31 12:00:00,41.31,56.04,52.14,1.22,9.4,32.3,3.52,centro,laboral,1
2024-05-31 18:00:00,23.76,46.11,13.42,1.15,13.6,53.0,3.94,sur,laboral,0
2024-06-01 00:00:00,14.83,34.68,78.72,1.37,17.7,40.8,11.19,industrial,laboral,0
2024-06-01 06:00:00,38.07,78.57,27.98,1.31,3.2,75.7,1.73,centro,laboral,0
2024-06-01 12:00:00,10.5,23.23,20.24,1.0,23.3,49.4,3.71,sur,laboral,0
2024-06-01 18:00:00,15.53,23.21,19.44,0.82,15.9,80.1,2.04,industrial,laboral,0
2024-06-02 00:00:00,4.74,8.21,75.99,2.16,9.7,53.9,1.36,norte,laboral,1
2024-06-02 06:00:00,50.18,89.21,23.47,1.12,10.8,80.2,1.82,industrial,fin_semana,1
2024-06-02 12:00:00,23.66,36.8,17.7,1.86,6.7,61.1,10.92,norte,laboral,0
2024-06-02 18:00:00,63.14,102.96,21.41,0.74,21.3,40.6,3.16,sur,fin_semana,0
2024-06-03 00:00:00,26.65,57.33,28.88,1.11,12.4,78.5,1.79,industrial,fin_semana,0
2024-06-03 06:00:00,20.23,34.04,75.64,0.69,14.6,45.1,1.29,sur,fin_semana,1
2024-06-03 12:00:00,31.35,45.73,20.03,0.5,8.0,65.3,5.45,norte,feriado,0
2024-06-03 18:00:00,14.07,30.3,37.37,1.15,28.5,67.0,2.14,industrial,feriado,0
2024-06-04 00:00:00,18.26,29.49,16.83,0.59,24.4,58.1,2.31,centro,fin_semana,0
2024-06-04 06:00:00,29.89,45.04,53.9,0.69,16.1,49.2,1.22,industrial,laboral,1
2024-06-04 12:00:00,43.62,63.74,19.16,0.81,32.3,54.2,0.45,centro,fin_semana,0
2024-06-04 18:00:00,14.57,32.99,39.9,2.53,18.1,98.0,0.17,centro,laboral,1
2024-06-05 00:00:00,39.49,63.91,32.18,1.64,15.5,78.7,3.12,norte,laboral,0
2024-06-05 06:00:00,24.52,51.77,44.12,0.69,17.1,51.2,0.28,centro,laboral,1
2024-06-05 12:00:00,17.73,41.6,31.29,1.21,19.8,55.1,5.62,norte,fin_semana,0
2024-06-05 18:00:00,20.75,36.04,14.37,0.77,9.7,68.2,2.53,centro,fin_semana,0
2024-06-06 00:00:00,23.0,60.16,42.26,0.75,15.3,80.3,2.78,centro,laboral,0
2024-06-06 06:00:00,10.72,17.46,,1.77,29.8,80.2,4.89,norte,laboral,0
2024-06-06 12:00:00,18.29,32.56,32.95,0.35,11.3,73.7,0.44,industrial,laboral,0
2024-06-06 18:00:00,33.43,62.25,22.55,4.81,32.8,71.0,2.36,industrial,laboral,0
2024-06-07 00:00:00,51.1,91.97,55.46,1.78,14.6,76.2,3.71,sur,feriado,1
2024-06-07 06:00:00,15.79,28.14,20.16,0.98,25.4,36.3,5.29,sur,laboral,0
2024-06-07 12:00:00,9.86,15.91,24.23,0.31,12.5,43.9,3.52,sur,laboral,0
2024-06-07 18:00:00,42.11,76.66,38.34,1.16,16.2,62.2,1.78,sur,feriado,0
2024-06-08 00:00:00,16.59,26.28,13.13,1.29,7.3,59.8,1.58,centro,fin_semana,0
2024-06-08 06:00:00,15.07,18.32,68.84,0.28,30.0,82.3,7.96,centro,fin_semana,0
2024-06-08 12:00:00,41.99,88.32,13.8,2.64,12.1,87.4,3.75,centro,laboral,1
2024-06-08 18:00:00,24.64,47.75,37.72,0.81,34.1,70.8,3.26,norte,laboral,0
2024-06-09 00:00:00,19.49,35.3,24.96,2.32,14.3,72.0,4.55,sur,laboral,0
2024-06-09 06:00:00,35.16,73.32,32.89,1.31,6.4,57.0,2.17,sur,laboral,0
2024-06-09 12:00:00,24.05,36.9,18.92,0.32,15.4,66.5,0.76,sur,laboral,0
2024-06-09 18:00:00,10.25,17.17,32.1,0.57,18.6,40.3,1.94,industrial,feriado,0
2024-06-10 00:00:00,24.26,51.86,36.51,0.42,8.7,50.5,9.11,centro,laboral,0
2024-06-10 06:00:00,37.54,56.99,47.18,1.67,25.0,29.0,6.6,centro,laboral,0
2024-06-10 12:00:00,38.01,56.09,17.08,1.47,16.5,61.0,2.52,centro,fin_semana,0
2024-06-10 18:00:00,25.0,45.64,48.02,1.4,21.8,77.1,2.63,sur,fin_semana,0
2024-06-11 00:00:00,20.49,38.94,48.22,0.48,20.1,45.1,8.22,centro,fin_semana,0
2024-06-11 06:00:00,19.06,,25.89,1.18,14.4,60.4,1.6,sur,laboral,0
2024-06-11 12:00:00,19.98,34.37,29.77,1.76,16.7,75.0,4.45,sur,feriado,1
2024-06-11 18:00:00,15.99,29.14,22.95,1.08,5.1,68.1,5.02,sur,laboral,0
2024-06-12 00:00:00,16.79,27.46,29.95,0.71,11.8,51.0,0.84,centro,fin_semana,0
2024-06-12 06:00:00,13.96,21.92,54.53,0.84,21.1,77.6,2.62,centro,laboral,0
2024-06-12 12:00:00,6.61,8.25,26.45,0.77,32.6,34.0,2.99,norte,laboral,0
2024-06-12 18:00:00,25.21,55.29,26.39,0.51,31.5,91.6,2.33,norte,fin_semana,0
2024-06-13 00:00:00,28.39,42.65,18.73,0.64,18.0,55.7,1.37,centro,laboral,0
2024-06-13 06:00:00,36.01,64.28,28.34,0.91,18.0,46.6,5.41,centro,laboral,0
2024-06-13 12:00:00,16.79,39.02,15.8,3.74,13.6,51.4,3.69,sur,laboral,0
2024-06-13 18:00:00,13.75,27.12,31.65,2.13,9.9,75.6,0.24,industrial,laboral,0
2024-06-14 00:00:00,19.85,51.87,35.65,1.18,6.5,44.5,3.53,sur,laboral,0
2024-06-14 06:00:00,24.96,45.91,25.93,1.73,19.3,93.3,5.6,centro,fin_semana,0
2024-06-14 12:00:00,19.88,33.71,71.42,0.57,27.7,85.2,12.0,norte,laboral,0
2024-06-14 18:00:00,18.17,37.22,27.14,0.36,21.9,74.7,8.55,sur,laboral,0
2024-06-15 00:00:00,10.01,16.25,12.57,0.7,20.4,62.7,0.88,industrial,laboral,0
2024-06-15 06:00:00,27.96,56.31,36.08,0.88,12.5,54.4,2.17,sur,laboral,0
2024-06-15 12:00:00,24.23,42.75,32.56,2.29,0.6,98.0,1.91,centro,laboral,0
2024-06-15 18:00:00,11.18,21.69,39.54,0.55,18.7,71.7,4.23,sur,laboral,0
2024-06-16 00:00:00,11.12,23.13,47.14,1.38,25.2,60.4,1.21,centro,laboral,0
2024-06-16 06:00:00,23.33,48.4,33.36,1.07,27.0,53.2,7.54,sur,feriado,0
2024-06-16 12:00:00,49.85,101.36,39.54,1.99,4.9,69.2,1.47,sur,laboral,1
2024-06-16 18:00:00,,26.15,55.89,5.18,19.2,33.5,4.96,centro,laboral,1
2024-06-17 00:00:00,21.47,33.4,13.6,2.42,16.1,43.0,8.52,centro,fin_semana,0
2024-06-17 06:00:00,17.62,34.66,56.97,1.34,27.6,74.5,2.77,centro,laboral,0
2024-06-17 12:00:00,28.64,43.37,35.84,1.73,22.0,37.0,2.57,norte,feriado,0
2024-06-17 18:00:00,27.36,56.55,44.77,0.96,8.1,50.0,3.31,norte,laboral,1
2024-06-18 00:00:00,12.35,25.45,49.13,1.34,7.3,65.9,0.29,sur,laboral,0
2024-06-18 06:00:00,17.66,39.91,35.25,1.51,22.2,70.9,7.58,norte,laboral,0
2024-06-18 12:00:00,21.16,39.37,57.99,4.88,16.6,50.2,4.9,norte,fin_semana,0
2024-06-18 18:00:00,10.17,20.57,20.29,1.05,21.7,81.4,0.79,centro,fin_semana,0
2024-06-19 00:00:00,38.27,81.16,28.71,0.84,18.7,89.9,5.54,sur,laboral,0
2024-06-19 06:00:00,10.35,20.75,46.17,1.44,17.3,80.5,1.31,sur,fin_semana,0
2024-06-19 12:00:00,16.12,22.86,92.03,0.97,12.2,24.5,2.71,centro,laboral,1
2024-06-19 18:00:00,23.83,31.07,34.74,2.43,16.5,98.0,2.52,industrial,laboral,0
2024-06-20 00:00:00,34.43,44.94,24.95,1.29,14.4,72.0,5.61,centro,laboral,0
2024-06-20 06:00:00,21.18,43.5,50.54,1.24,19.3,68.2,2.44,norte,laboral,0
2024-06-20 12:00:00,22.84,41.84,22.39,1.03,17.2,65.4,8.74,sur,laboral,0
2024-06-20 18:00:00,43.28,92.47,11.12,1.16,21.2,83.1,0.7,centro,laboral,1
2024-06-21 00:00:00,18.82,38.58,35.75,0.59,9.0,61.8,3.58,sur,laboral,0
2024-06-21 06:00:00,20.66,34.0,22.28,1.0,15.6,98.0,2.14,centro,laboral,0
2024-06-21 12:00:00,16.2,28.54,45.31,1.07,7.7,61.3,1.97,norte,laboral,0
2024-06-21 18:00:00,15.77,35.59,34.87,0.75,16.5,65.9,3.66,industrial,laboral,0
2024-06-22 00:00:00,30.35,49.56,36.19,0.76,25.2,45.3,8.01,centro,laboral,0
2024-06-22 06:00:00,19.18,37.11,51.92,1.24,13.5,79.7,9.99,norte,laboral,0
2024-06-22 12:00:00,47.47,87.98,27.82,1.9,10.1,67.0,0.89,industrial,laboral,1
2024-06-22 18:00:00,6.49,14.02,29.05,1.83,22.2,75.9,0.81,industrial,laboral,0
2024-06-23 00:00:00,29.34,44.86,17.04,1.17,26.2,65.8,2.12,industrial,feriado,1
2024-06-23 06:00:00,13.78,17.74,42.72,0.96,18.0,61.9,2.21,industrial,fin_semana,0
2024-06-23 12:00:00,14.13,20.89,47.32,1.06,21.2,55.0,3.45,norte,fin_semana,0
2024-06-23 18:00:00,27.77,60.52,41.51,0.44,26.3,53.8,3.59,centro,fin_semana,0
2024-06-24 00:00:00,23.48,49.32,67.77,0.76,10.8,52.7,2.53,centro,fin_semana,0
2024-06-24 06:00:00,62.11,114.29,13.3,1.32,15.1,44.4,0.49,centro,laboral,1
2024-06-24 12:00:00,18.45,41.51,34.52,0.69,14.9,51.3,2.25,centro,laboral,1
2024-06-24 18:00:00,11.13,24.36,40.14,1.07,5.8,59.3,3.99,sur,fin_semana,0
2024-06-25 00:00:00,20.02,30.21,40.23,2.22,17.6,57.7,0.1,centro,laboral,0
2024-06-25 06:00:00,27.53,53.57,34.41,1.54,10.4,43.4,0.95,sur,laboral,0
2024-06-25 12:00:00,13.09,25.54,25.37,2.47,11.6,69.6,1.02,centro,laboral,0
2024-06-25 18:00:00,43.8,75.65,39.2,1.07,21.1,94.8,0.78,norte,fin_semana,1
2024-06-26 00:00:00,13.28,35.42,14.39,0.66,22.5,64.3,3.29,centro,laboral,0
2024-06-26 06:00:00,,6.69,12.91,0.99,9.9,57.6,2.95,sur,fin_semana,0
2024-06-26 12:00:00,29.31,54.62,40.18,1.81,17.7,56.9,2.79,norte,laboral,0
2024-06-26 18:00:00,5.59,15.02,76.85,8.0,20.9,64.6,2.16,norte,feriado,1
2024-06-27 00:00:00,22.33,39.41,17.58,0.71,14.5,54.5,9.26,sur,fin_semana,0
2024-06-27 06:00:00,31.79,64.12,36.21,0.89,5.6,70.9,0.1,centro,laboral,0
2024-06-27 12:00:00,25.94,56.97,20.64,0.49,16.1,62.9,0.21,sur,laboral,1
2024-06-27 18:00:00,22.58,44.71,28.85,1.66,18.0,52.8,7.07,norte,fin_semana,0
2024-06-28 00:00:00,13.55,25.73,46.23,1.74,16.4,74.5,0.25,sur,laboral,1
2024-06-28 06:00:00,20.52,44.26,53.23,0.82,12.0,66.0,2.36,norte,fin_semana,0
2024-06-28 12:00:00,13.71,29.91,48.35,2.69,15.8,41.1,2.78,norte,laboral,0
2024-06-28 18:00:00,54.63,88.88,30.24,0.98,22.3,74.6,5.39,centro,laboral,0
2024-06-29 00:00:00,42.98,91.53,39.99,0.85,26.5,71.1,4.78,sur,fin_semana,0
2024-06-29 06:00:00,31.43,78.38,78.31,1.98,0.6,61.0,2.13,norte,laboral,0
2024-06-29 12:00:00,16.4,24.03,19.03,0.52,15.8,73.4,1.58,centro,feriado,0
2024-06-29 18:00:00,,48.4,24.88,0.78,10.1,34.8,1.61,centro,laboral,0
2024-06-30 00:00:00,28.42,54.89,23.35,1.98,19.7,65.0,2.58,industrial,fin_semana,1
2024-06-30 06:00:00,17.14,35.35,30.91,1.52,16.3,53.4,0.54,centro,laboral,0
2024-06-30 12:00:00,24.56,49.91,34.35,0.52,32.4,39.0,5.36,centro,laboral,0
2024-06-30 18:00:00,6.93,12.52,50.2,0.93,17.4,40.2,8.12,sur,feriado,0
2024-07-01 00:00:00,25.95,50.0,54.62,4.01,16.2,52.8,4.1,centro,laboral,1
2024-07-01 06:00:00,19.62,31.52,47.25,1.73,16.1,83.5,3.81,norte,laboral,0
2024-07-01 12:00:00,27.83,41.63,10.55,1.63,1.6,90.2,4.7,industrial,laboral,0
2024-07-01 18:00:00,27.59,60.68,30.05,0.44,13.3,68.1,1.07,industrial,fin_semana,0
2024-07-02 00:00:00,22.89,35.35,19.08,0.78,22.6,73.6,8.33,centro,laboral,0
2024-07-02 06:00:00,15.63,25.96,40.99,2.11,16.1,76.7,0.91,industrial,laboral,1
2024-07-02 12:00:00,29.74,60.17,58.1,0.8,22.0,37.6,1.89,norte,fin_semana,1
2024-07-02 18:00:00,23.03,41.3,73.55,1.62,1.4,39.0,0.21,industrial,fin_semana,1
2024-07-03 00:00:00,17.16,31.94,33.22,1.32,6.4,82.8,1.48,norte,laboral,0
2024-07-03 06:00:00,19.18,38.72,25.92,0.48,19.4,76.2,2.77,centro,laboral,0
2024-07-03 12:00:00,59.0,125.82,31.78,1.16,13.4,56.5,6.29,industrial,laboral,1
2024-07-03 18:00:00,19.99,26.88,22.13,0.59,30.9,64.5,2.16,centro,laboral,0
2024-07-04 00:00:00,20.64,46.93,31.69,1.34,16.6,52.9,4.01,norte,fin_semana,0
2024-07-04 06:00:00,14.1,26.64,33.4,1.81,17.8,49.5,1.88,sur,laboral,0
2024-07-04 12:00:00,13.95,30.9,25.83,0.92,14.1,58.5,3.6,industrial,laboral,0
2024-07-04 18:00:00,15.09,27.3,42.65,0.96,12.6,45.6,4.1,centro,laboral,1
2024-07-05 00:00:00,23.33,40.88,66.46,1.02,16.5,34.1,4.22,centro,laboral,0
2024-07-05 06:00:00,16.92,35.05,28.43,0.73,27.1,91.9,2.27,centro,laboral,0
2024-07-05 12:00:00,33.04,47.75,36.33,1.1,12.1,56.3,1.37,norte,fin_semana,0
2024-07-05 18:00:00,13.2,20.21,42.73,0.38,19.3,98.0,0.66,norte,laboral,0
2024-07-06 00:00:00,38.79,59.47,37.1,2.28,16.9,60.6,0.48,norte,laboral,1
2024-07-06 06:00:00,21.28,54.56,36.25,0.57,23.2,73.4,7.49,sur,laboral,0
2024-07-06 12:00:00,65.07,132.8,27.39,1.27,14.6,78.4,11.12,industrial,laboral,1
2024-07-06 18:00:00,30.31,52.27,24.75,1.76,23.9,53.6,5.73,centro,laboral,0
2024-07-07 00:00:00,12.68,21.86,36.74,1.84,5.8,27.3,1.12,sur,fin_semana,0
2024-07-07 06:00:00,25.33,51.12,14.1,0.56,6.1,57.1,0.91,centro,laboral,0
2024-07-07 12:00:00,24.8,58.02,39.5,1.43,26.9,65.2,1.99,industrial,laboral,1
2024-07-07 18:00:00,15.73,20.6,28.75,2.07,12.0,49.8,0.86,industrial,fin_semana,1
2024-07-08 00:00:00,31.51,54.31,34.03,1.14,13.7,36.1,4.33,industrial,laboral,0
2024-07-08 06:00:00,16.92,29.83,44.41,0.49,27.0,43.6,2.61,centro,laboral,0
2024-07-08 12:00:00,39.41,70.1,13.24,0.71,15.2,44.8,0.78,norte,laboral,0
2024-07-08 18:00:00,23.25,34.33,30.73,1.18,18.6,61.5,5.68,centro,laboral,0
2024-07-09 00:00:00,13.2,22.2,21.21,0.93,22.6,66.8,4.91,sur,laboral,0
2024-07-09 06:00:00,39.09,78.12,29.32,1.87,19.4,75.5,1.06,norte,fin_semana,1
2024-07-09 12:00:00,20.35,45.26,45.31,1.65,20.8,61.8,3.83,sur,laboral,0
2024-07-09 18:00:00,14.07,40.39,38.9,1.78,25.5,71.5,3.81,centro,laboral,0
2024-07-10 00:00:00,23.8,44.15,35.02,1.21,19.7,79.3,1.86,industrial,laboral,1
2024-07-10 06:00:00,34.42,63.99,10.38,0.66,7.8,76.2,4.02,sur,fin_semana,0
2024-07-10 12:00:00,37.91,79.63,20.14,1.49,4.3,42.4,6.81,sur,fin_semana,0
2024-07-10 18:00:00,24.41,44.82,46.7,0.56,13.4,72.1,2.23,norte,fin_semana,0
2024-07-11 00:00:00,13.65,25.34,18.07,0.73,19.6,55.0,1.31,centro,laboral,0
2024-07-11 06:00:00,28.79,49.94,42.78,1.66,25.0,92.3,1.08,industrial,laboral,1
2024-07-11 12:00:00,20.47,35.29,22.69,0.95,22.3,67.0,1.82,centro,laboral,0
2024-07-11 18:00:00,29.17,46.83,35.66,2.64,11.4,97.7,1.85,sur,laboral,1
2024-07-12 00:00:00,22.79,44.2,62.27,3.71,19.0,56.8,5.58,centro,fin_semana,0
2024-07-12 06:00:00,50.25,118.5,31.22,0.7,18.1,44.1,4.39,norte,laboral,0
2024-07-12 12:00:00,30.01,49.21,57.36,2.4,4.8,74.7,7.44,sur,laboral,0
2024-07-12 18:00:00,16.34,26.4,46.62,0.59,14.2,44.9,2.78,norte,fin_semana,1
2024-07-13 00:00:00,20.89,43.22,52.73,0.89,13.3,65.7,4.44,sur,fin_semana,0
2024-07-13 06:00:00,19.89,41.73,29.93,1.71,3.8,44.6,0.94,centro,fin_semana,0
2024-07-13 12:00:00,36.79,58.84,31.73,0.31,12.5,66.0,1.34,sur,laboral,0
2024-07-13 18:00:00,41.43,61.32,31.45,1.93,15.9,75.2,5.29,centro,feriado,0
2024-07-14 00:00:00,26.8,47.06,21.55,0.46,31.0,81.7,9.39,centro,laboral,0
2024-07-14 06:00:00,20.19,43.01,17.17,1.09,11.0,83.4,1.69,sur,laboral,1
2024-07-14 12:00:00,9.51,16.52,10.87,1.3,27.2,85.3,10.44,norte,fin_semana,0
2024-07-14 18:00:00,49.92,58.01,40.24,1.64,16.0,66.7,1.21,norte,laboral,0
2024-07-15 00:00:00,36.06,82.93,20.84,1.6,3.0,83.9,3.57,industrial,feriado,1
2024-07-15 06:00:00,12.8,31.07,40.36,0.58,12.1,75.2,1.67,industrial,laboral,0
2024-07-15 12:00:00,20.1,38.0,34.55,2.2,18.4,45.0,6.4,centro,laboral,0
2024-07-15 18:00:00,26.49,53.17,32.16,0.99,17.4,75.6,2.81,sur,laboral,0
2024-07-16 00:00:00,39.17,44.43,21.44,1.9,22.7,79.9,2.26,industrial,laboral,1
2024-07-16 06:00:00,37.78,72.57,26.09,1.72,30.7,76.5,4.72,norte,laboral,0
2024-07-16 12:00:00,16.71,23.68,49.83,0.91,5.6,40.9,2.98,centro,laboral,0
2024-07-16 18:00:00,23.66,35.77,39.66,0.66,14.7,51.7,1.68,industrial,laboral,0
2024-07-17 00:00:00,21.87,34.64,48.54,1.0,19.4,72.6,1.92,centro,laboral,0
2024-07-17 06:00:00,22.69,45.08,32.66,0.59,20.6,45.3,2.16,sur,fin_semana,1
2024-07-17 12:00:00,18.86,38.66,34.06,0.56,16.5,86.6,2.66,sur,laboral,0
2024-07-17 18:00:00,46.36,93.92,29.08,1.37,3.7,59.7,2.25,sur,laboral,0
2024-07-18 00:00:00,17.06,37.17,21.94,2.09,13.9,76.7,2.85,norte,laboral,0
2024-07-18 06:00:00,22.52,50.46,26.55,4.0,16.6,36.6,4.41,norte,feriado,0
2024-07-18 12:00:00,30.25,48.71,30.25,0.48,9.2,70.0,1.85,centro,laboral,0
2024-07-18 18:00:00,33.97,43.23,40.22,1.68,17.4,73.5,4.39,industrial,fin_semana,0
2024-07-19 00:00:00,28.34,48.47,22.51,0.97,17.5,98.0,0.68,industrial,laboral,1
2024-07-19 06:00:00,6.46,12.44,28.95,0.42,8.1,53.9,2.28,centro,laboral,0
2024-07-19 12:00:00,18.96,32.41,20.32,1.39,14.5,63.1,4.04,centro,laboral,0
2024-07-19 18:00:00,17.43,42.96,37.95,1.5,9.6,54.5,10.46,sur,laboral,0
2024-07-20 00:00:00,14.54,22.44,31.91,0.97,8.2,61.2,3.65,sur,laboral,0
2024-07-20 06:00:00,11.02,15.37,39.71,1.62,24.2,50.3,3.26,centro,laboral,0
2024-07-20 12:00:00,22.2,31.99,52.99,1.66,3.8,69.9,0.61,sur,feriado,0
2024-07-20 18:00:00,18.68,20.95,24.62,2.41,20.0,83.1,5.71,sur,laboral,0
2024-07-21 00:00:00,38.02,78.3,39.53,1.34,18.6,67.5,2.06,sur,laboral,1
2024-07-21 06:00:00,30.69,48.5,37.71,0.59,17.1,54.4,2.38,centro,laboral,1
2024-07-21 12:00:00,35.5,74.32,49.1,2.47,12.0,69.3,1.03,industrial,laboral,1
2024-07-21 18:00:00,24.97,46.48,33.84,0.88,23.0,43.9,1.92,industrial,feriado,0
2024-07-22 00:00:00,40.22,76.2,33.7,0.82,21.4,74.6,2.74,centro,laboral,0
2024-07-22 06:00:00,14.76,26.28,36.73,0.59,17.2,56.3,5.19,norte,laboral,0
2024-07-22 12:00:00,15.9,36.38,24.87,0.95,19.3,49.8,2.52,centro,laboral,0
2024-07-22 18:00:00,14.39,26.3,34.45,1.71,22.1,97.7,3.65,sur,laboral,0
2024-07-23 00:00:00,24.4,47.88,41.62,1.08,13.1,41.5,4.42,centro,fin_semana,0
2024-07-23 06:00:00,5.97,13.38,17.63,0.7,2.8,81.8,2.51,norte,laboral,0
2024-07-23 12:00:00,34.85,53.55,,0.59,-3.0,40.0,0.76,industrial,laboral,0
2024-07-23 18:00:00,23.91,51.77,30.85,1.19,13.8,38.7,1.06,centro,feriado,0
2024-07-24 00:00:00,21.3,39.38,33.77,1.29,10.0,43.2,4.57,norte,laboral,0
