id_estudiante,edad,asistencia_pct,horas_estudio_semana,tareas_entregadas_pct,promedio_previo,atrasos_mes,participa_clase,uso_plataforma_horas,jornada,area_carrera,target_riesgo_academico
724,19,58.5,8.9,68.2,4.03,3,0,5.9,diurna,educacion,1
725,21,90.6,4.3,70.0,5.56,1,0,1.2,diurna,educacion,0
726,28,73.8,2.8,68.8,6.06,2,1,5.2,diurna,ingenieria,0
727,34,92.6,15.4,100.0,5.37,1,1,5.0,diurna,ingenieria,0
728,27,78.8,5.0,100.0,5.24,2,0,3.8,diurna,educacion,0
729,30,81.7,1.8,80.5,5.59,2,1,4.0,diurna,administracion,0
730,28,86.5,4.4,95.7,4.01,3,0,6.3,vespertina,ingenieria,0
731,28,86.6,8.8,57.0,5.44,0,1,6.4,diurna,salud,0
732,22,85.6,6.7,75.9,5.58,2,1,5.6,diurna,administracion,0
733,27,94.0,1.6,46.7,5.37,0,0,5.7,vespertina,educacion,0
734,37,65.9,16.1,56.7,3.98,3,1,1.0,vespertina,administracion,1
735,43,,5.7,93.0,5.77,2,1,4.8,diurna,administracion,0
736,27,68.4,3.3,39.6,4.48,2,0,6.9,vespertina,salud,1
737,25,84.0,15.5,100.0,5.65,1,1,4.0,diurna,educacion,0
738,33,98.2,0.9,91.9,5.57,2,0,0.0,vespertina,salud,0
739,21,76.0,15.8,85.8,5.4,4,0,8.5,diurna,salud,0
740,41,85.6,5.0,69.0,,3,0,4.8,vespertina,administracion,0
741,34,84.9,2.9,77.8,4.82,2,0,10.5,diurna,salud,0
742,19,,8.4,83.2,6.53,3,0,7.0,diurna,ingenieria,0
743,23,47.9,10.3,81.8,5.05,1,1,10.3,diurna,ingenieria,0
744,23,89.9,5.7,100.0,4.46,0,0,13.4,vespertina,administracion,0
745,38,89.6,3.4,53.9,5.42,0,0,1.5,diurna,ingenieria,0
746,19,69.5,4.0,48.8,5.03,4,1,5.0,diurna,ingenieria,1
747,33,92.8,4.3,58.6,6.45,3,1,9.9,diurna,salud,0
748,22,79.7,6.7,76.4,3.22,4,0,11.8,diurna,educacion,0
749,41,68.6,12.1,88.9,6.23,4,0,1.9,diurna,salud,0
750,31,80.6,4.1,51.6,6.32,1,1,4.1,diurna,educacion,0
751,38,80.4,3.0,57.9,4.82,4,0,6.4,vespertina,salud,1
752,21,80.5,17.5,68.3,4.45,1,1,1.6,vespertina,ingenieria,0
753,26,86.7,13.1,73.7,6.68,3,0,10.4,vespertina,salud,0
754,19,67.7,6.9,82.3,4.6,3,1,10.2,diurna,ingenieria,0
755,33,73.1,8.3,48.6,5.71,1,0,5.9,online,salud,0
756,26,60.1,14.5,76.0,3.57,4,1,5.2,online,administracion,0
757,32,76.0,7.6,59.3,5.32,2,1,5.6,online,ingenieria,0
758,21,81.6,4.5,82.2,6.24,4,1,4.9,diurna,educacion,0
759,44,76.9,4.3,85.5,4.45,2,0,4.4,online,salud,0
760,36,90.4,4.1,75.6,3.05,2,0,5.2,online,administracion,0
761,33,73.4,5.2,51.2,5.55,1,1,7.6,diurna,ingenieria,0
762,42,100.0,5.1,84.5,4.29,3,0,6.8,diurna,salud,0
763,29,62.4,3.5,100.0,4.43,2,1,12.0,vespertina,administracion,0
764,27,93.7,13.4,79.1,5.48,1,1,10.7,diurna,ingenieria,0
765,36,74.9,8.1,100.0,6.39,0,1,11.4,diurna,administracion,0
766,41,85.3,5.6,63.9,4.37,3,0,2.9,vespertina,ingenieria,1
767,43,89.8,1.8,94.4,5.23,2,1,7.9,diurna,administracion,0
768,42,72.8,11.8,32.2,4.89,0,0,5.8,diurna,administracion,0
769,42,94.1,4.2,96.7,4.63,1,0,6.8,online,ingenieria,0
770,32,91.8,4.0,59.7,5.59,1,0,7.3,diurna,salud,0
771,37,100.0,4.9,74.5,5.67,3,1,3.5,vespertina,ingenieria,0
772,25,58.9,5.9,74.8,4.41,1,0,1.7,diurna,educacion,1
773,24,73.9,22.1,89.8,4.59,0,1,5.7,vespertina,administracion,0
774,39,87.8,5.5,100.0,6.02,1,0,0.8,vespertina,ingenieria,0
775,18,49.5,1.8,70.6,4.35,1,0,2.4,vespertina,administracion,1
776,35,70.6,13.0,79.2,3.6,3,1,8.7,diurna,educacion,0
777,42,67.9,9.1,81.0,4.48,1,1,4.2,diurna,salud,0
778,28,69.7,14.3,56.6,4.74,0,1,8.0,diurna,ingenieria,0
779,37,71.0,11.2,60.9,5.73,2,1,6.0,online,administracion,0
780,35,70.0,10.9,81.7,4.67,1,0,9.4,diurna,educacion,0
781,33,91.8,4.7,78.0,6.6,0,1,4.0,vespertina,ingenieria,0
782,35,66.8,4.0,77.6,4.77,1,0,6.5,diurna,administracion,0
783,35,100.0,3.5,100.0,4.47,2,0,9.0,online,administracion,0
784,23,75.8,10.2,73.9,5.92,2,1,11.1,diurna,administracion,0
785,40,86.5,11.2,77.3,6.07,1,1,3.5,diurna,salud,0
786,35,84.0,6.4,41.3,5.53,1,1,0.7,diurna,ingenieria,0
787,23,78.9,4.6,63.3,5.73,0,1,4.0,diurna,educacion,0
788,26,94.0,3.9,64.1,6.21,2,1,4.4,diurna,administracion,0
789,27,66.8,3.9,55.5,5.28,1,0,3.4,diurna,ingenieria,1
790,39,87.5,7.0,73.7,4.58,1,1,0.4,diurna,salud,0
791,33,75.0,15.0,80.7,5.99,2,1,3.8,vespertina,salud,0
792,30,76.0,9.7,69.1,5.18,1,1,13.4,diurna,ingenieria,0
793,35,65.2,14.3,80.1,4.6,1,0,4.1,online,administracion,0
794,21,79.2,9.5,57.2,4.15,4,1,4.1,vespertina,educacion,1
795,20,78.7,3.1,27.2,4.01,0,0,6.5,vespertina,ingenieria,1
796,40,70.8,3.0,79.4,4.83,4,1,5.0,diurna,salud,0
797,37,66.8,6.1,44.9,4.7,3,1,5.7,vespertina,educacion,1
798,19,79.3,4.0,59.3,5.7,5,1,2.7,online,administracion,1
799,44,70.0,6.8,90.3,7.0,2,1,3.7,diurna,educacion,0
800,26,87.0,6.0,66.1,5.34,2,1,5.2,diurna,salud,0
801,34,100.0,2.8,95.5,3.88,3,1,1.6,vespertina,ingenieria,0
802,43,65.6,9.6,75.4,3.33,3,1,3.7,diurna,salud,0
803,40,69.5,11.6,97.7,5.5,1,0,1.3,diurna,educacion,0
804,40,37.4,9.2,89.0,4.26,2,0,6.6,diurna,ingenieria,1
805,36,60.8,13.9,81.1,4.54,1,1,9.3,online,ingenieria,0
806,40,68.7,6.2,95.3,5.32,1,1,6.5,online,salud,0
807,38,78.6,9.5,50.4,3.55,0,0,8.5,vespertina,administracion,0
808,31,85.2,16.0,63.4,3.89,2,0,8.2,diurna,educacion,0
809,38,59.8,2.7,75.2,5.91,2,0,9.3,diurna,administracion,0
810,31,81.1,5.2,77.9,4.89,4,0,3.0,online,salud,1
811,27,81.6,5.9,64.0,4.28,2,1,3.5,vespertina,administracion,1
812,36,79.2,3.2,80.2,6.34,5,0,5.5,diurna,salud,0
813,31,100.0,2.6,54.4,4.49,2,0,5.9,diurna,ingenieria,0
814,34,69.1,2.7,70.9,3.83,2,1,11.8,diurna,administracion,0
815,40,77.2,5.5,90.9,6.03,2,0,4.7,vespertina,salud,0
816,18,96.9,5.1,40.6,4.57,2,0,8.7,diurna,administracion,1
817,41,73.7,3.9,79.6,4.09,2,0,0.0,online,ingenieria,1
818,41,60.8,11.4,89.0,5.18,2,0,10.5,diurna,administracion,0
819,33,75.9,8.4,73.3,5.52,0,1,4.7,online,ingenieria,0
820,40,73.6,18.6,67.9,4.6,2,0,5.9,diurna,administracion,0
821,24,86.1,7.3,72.4,5.0,3,1,7.3,vespertina,educacion,0
822,36,80.8,6.1,75.0,3.47,4,1,5.3,diurna,salud,1
823,44,61.2,4.2,47.7,4.9,1,0,2.2,vespertina,administracion,1
824,30,100.0,4.1,96.1,5.59,1,1,2.6,diurna,ingenieria,0
825,33,65.1,1.6,56.0,5.79,3,1,5.9,online,administracion,1
826,21,71.9,10.1,81.8,6.19,2,1,2.7,diurna,educacion,0
827,34,77.9,,84.3,5.18,1,1,7.3,diurna,administracion,0
828,44,69.2,4.8,60.3,5.05,2,1,6.1,vespertina,administracion,1
829,34,58.4,2.9,69.7,4.87,0,1,8.8,diurna,ingenieria,0
830,43,80.5,10.6,81.0,5.09,2,1,7.6,diurna,ingenieria,0
831,36,73.5,5.0,64.0,5.39,2,0,7.1,online,ingenieria,1
832,21,63.6,7.2,36.4,5.06,3,0,5.4,vespertina,administracion,1
833,35,90.3,2.6,74.8,4.45,3,0,0.0,diurna,educacion,0
834,28,64.9,7.3,100.0,4.28,4,0,4.4,diurna,ingenieria,1
835,30,73.9,3.6,76.3,,3,1,4.0,diurna,ingenieria,0
836,30,64.4,5.5,91.6,5.01,3,0,6.0,diurna,ingenieria,0
837,43,52.4,1.8,62.1,3.92,2,0,7.8,online,administracion,1
838,26,72.9,1.3,88.8,5.58,2,1,8.0,vespertina,salud,0
839,41,100.0,5.8,65.9,5.83,3,0,9.9,online,salud,0
840,36,81.8,2.6,75.3,5.63,1,1,0.0,diurna,ingenieria,0
841,44,64.0,6.2,93.5,5.17,1,1,5.9,vespertina,salud,0
842,35,49.3,7.8,84.8,6.99,3,1,4.1,vespertina,ingenieria,0
843,40,72.1,8.5,100.0,5.66,2,1,3.0,diurna,ingenieria,0
844,22,68.1,7.9,85.2,5.05,2,0,7.4,online,ingenieria,0
845,32,95.0,5.3,96.6,4.36,0,1,12.0,vespertina,administracion,0
846,28,63.9,9.3,79.0,6.18,2,1,6.7,online,ingenieria,0
847,27,92.3,4.1,75.1,4.17,0,1,6.4,diurna,educacion,0
848,22,81.5,7.7,56.1,4.24,2,0,3.2,diurna,salud,0
849,31,52.7,5.2,91.5,4.62,2,1,6.2,diurna,salud,0
850,29,76.8,11.6,60.9,5.73,0,0,1.2,vespertina,ingenieria,0
851,35,75.1,9.7,85.6,4.28,1,0,0.9,vespertina,administracion,0
852,21,68.7,,49.5,4.12,2,1,5.3,vespertina,salud,1
853,28,97.8,4.9,85.1,5.68,1,1,4.3,vespertina,administracion,0
854,22,78.8,8.5,100.0,5.75,1,0,3.7,online,educacion,0
855,23,59.9,10.7,74.6,5.19,0,0,0.8,diurna,ingenieria,0
856,43,63.2,5.8,56.6,4.85,2,0,10.2,online,educacion,1
857,26,63.9,13.7,79.6,3.72,4,1,9.5,diurna,ingenieria,0
858,40,69.1,0.8,52.5,6.0,1,1,14.8,diurna,ingenieria,0
859,37,51.8,4.5,61.6,4.62,1,0,10.5,diurna,salud,1
860,32,75.9,5.6,63.5,6.81,1,0,9.3,vespertina,salud,0
861,43,73.9,1.8,93.6,5.88,2,1,2.4,vespertina,educacion,0
862,20,71.4,7.3,53.2,3.27,3,1,7.4,vespertina,educacion,1
863,38,79.2,4.8,74.6,4.94,1,1,8.0,online,ingenieria,0
864,35,68.3,4.4,55.5,4.26,0,1,3.4,online,salud,0
865,30,91.6,7.6,40.4,5.88,2,1,1.6,diurna,administracion,0
866,18,69.3,9.6,62.4,5.02,2,1,2.8,diurna,ingenieria,1
867,23,71.2,8.8,95.7,,2,1,5.8,vespertina,salud,0
868,20,73.1,1.8,59.4,4.49,2,1,6.0,diurna,administracion,1
869,21,100.0,2.5,56.5,6.07,1,1,5.4,online,ingenieria,0
870,22,71.9,2.6,69.6,5.1,1,0,2.5,vespertina,salud,1
871,27,97.9,4.8,100.0,2.95,4,1,7.1,online,salud,0
872,23,88.3,7.9,48.8,6.35,6,1,3.6,diurna,ingenieria,0
873,29,100.0,4.0,69.7,4.88,0,1,7.7,diurna,educacion,0
874,24,69.3,5.5,22.5,4.86,1,0,8.9,diurna,salud,1
875,23,74.9,8.2,55.6,4.3,1,0,6.4,diurna,salud,0
876,28,75.3,9.9,79.3,5.1,0,1,1.6,diurna,ingenieria,0
877,31,67.2,3.4,91.2,5.41,1,0,1.8,vespertina,administracion,0
878,39,100.0,2.5,39.5,4.68,5,1,6.1,diurna,educacion,1
879,44,79.9,3.5,65.3,4.37,0,1,8.9,vespertina,educacion,0
880,26,77.1,5.1,87.5,5.27,3,1,2.8,online,ingenieria,0
881,44,94.8,2.1,93.9,6.07,0,0,6.5,vespertina,educacion,0
882,32,67.7,15.0,66.7,5.25,1,0,8.8,diurna,salud,0
883,25,71.0,8.1,74.9,,3,0,3.5,diurna,salud,0
884,41,50.3,6.5,82.9,3.77,0,0,2.4,online,salud,1
885,39,77.7,9.5,48.1,4.8,0,0,0.0,online,administracion,0
886,30,83.0,4.0,66.6,4.88,3,0,7.9,diurna,salud,0
887,21,32.1,1.4,60.6,5.16,0,0,5.8,diurna,educacion,1
888,26,79.4,19.5,80.7,4.88,3,0,6.3,diurna,ingenieria,0
889,19,44.7,5.7,89.8,5.33,2,1,3.2,vespertina,ingenieria,0
890,44,72.0,6.1,85.9,4.85,2,0,2.3,diurna,ingenieria,0
891,28,87.1,5.6,75.5,5.24,1,0,6.3,diurna,administracion,0
892,23,88.1,5.9,75.4,3.02,0,1,7.7,diurna,administracion,0
893,21,90.5,2.6,91.4,5.07,1,1,6.4,diurna,ingenieria,0
894,39,82.4,13.0,100.0,5.94,5,0,0.1,diurna,administracion,0
895,33,85.9,7.2,74.4,5.07,0,0,9.2,diurna,administracion,0
896,43,77.8,10.5,81.7,3.61,0,1,1.0,online,salud,0
897,32,89.3,2.8,82.7,3.46,1,1,3.8,online,ingenieria,0
898,21,94.0,8.9,62.3,5.18,1,1,5.1,diurna,administracion,0
899,29,77.5,13.1,83.0,5.41,2,0,8.9,diurna,salud,0
900,31,71.4,10.6,48.9,5.75,2,0,4.1,diurna,educacion,0
901,21,88.4,2.4,95.1,4.69,3,0,3.7,diurna,ingenieria,0
902,42,71.5,4.9,97.1,4.87,1,0,5.8,online,ingenieria,0
903,44,90.7,11.5,86.8,6.22,0,1,6.0,vespertina,educacion,0
904,22,50.1,13.2,95.6,5.06,0,0,9.3,diurna,ingenieria,0
905,27,89.2,9.1,100.0,5.43,2,1,7.9,diurna,ingenieria,0
906,19,87.7,4.7,80.0,4.55,2,0,9.1,online,educacion,0
907,36,68.8,3.6,78.8,4.29,1,0,5.8,online,ingenieria,1
908,27,63.3,4.2,44.0,4.17,1,0,6.1,diurna,educacion,1
909,31,46.5,5.0,54.5,3.34,2,1,6.9,diurna,administracion,1
910,40,78.3,5.2,100.0,3.14,2,0,5.8,vespertina,ingenieria,0
911,25,80.6,2.0,65.7,4.1,2,1,5.9,diurna,educacion,1
912,40,82.0,9.5,56.9,4.41,3,1,6.6,vespertina,administracion,1
913,27,92.4,2.0,84.7,4.77,2,1,8.4,online,ingenieria,0
914,25,87.1,11.3,76.2,5.36,2,0,3.6,online,administracion,0
915,40,92.0,4.0,71.6,5.1,2,1,4.3,diurna,administracion,0
916,27,87.2,5.0,69.7,5.29,1,1,0.8,vespertina,salud,0
917,22,63.3,1.7,86.2,4.17,1,0,7.5,vespertina,administracion,1
918,18,71.2,8.7,100.0,4.05,0,1,0.9,diurna,salud,0
919,40,93.0,5.2,62.3,5.88,3,1,2.2,vespertina,salud,0
920,24,82.5,4.2,60.8,4.39,1,1,1.0,vespertina,salud,0
921,39,88.2,4.3,77.1,6.51,0,1,7.2,diurna,administracion,0
922,21,73.5,3.3,56.2,4.04,2,0,7.3,diurna,ingenieria,1
923,19,60.1,10.1,69.7,5.94,2,0,1.5,vespertina,administracion,0
924,32,92.6,11.1,98.2,5.33,0,1,1.2,online,ingenieria,0
925,42,82.4,1.6,63.3,5.55,4,1,6.4,online,administracion,0
926,37,76.5,13.2,50.6,4.53,1,0,8.8,vespertina,ingenieria,0
927,20,75.0,0.9,88.5,6.09,0,0,4.4,diurna,ingenieria,0
928,41,76.8,4.4,53.0,4.32,1,1,6.8,diurna,administracion,0
929,33,83.1,2.4,80.7,5.61,1,1,10.4,diurna,ingenieria,0
930,37,100.0,4.8,70.8,5.43,1,0,1.0,online,salud,0
931,34,67.4,3.2,73.8,3.63,0,0,5.8,diurna,ingenieria,0
932,40,100.0,,79.6,2.94,3,1,3.2,diurna,ingenieria,0
933,44,81.9,5.4,99.1,4.18,3,1,10.9,vespertina,administracion,0
934,38,90.1,4.2,59.7,3.62,4,0,5.7,diurna,ingenieria,1
935,26,64.5,2.5,52.0,3.63,5,1,3.7,online,ingenieria,1
936,41,81.3,1.1,68.4,5.02,0,1,5.0,vespertina,administracion,0
937,37,72.5,9.6,90.1,6.61,2,0,8.8,online,salud,0
938,21,82.0,3.8,36.2,3.98,2,1,6.9,vespertina,educacion,1
939,36,61.4,9.6,80.7,4.78,2,0,4.3,online,salud,1
940,31,67.9,0.5,66.8,5.31,1,0,8.0,diurna,ingenieria,1
941,44,72.0,2.6,50.5,4.26,2,1,12.2,diurna,educacion,0
942,26,80.0,1.3,54.7,5.43,1,0,4.2,vespertina,salud,1
943,37,50.5,8.8,100.0,5.08,0,1,9.0,vespertina,ingenieria,0
944,25,79.1,9.3,68.0,4.69,3,0,2.6,vespertina,ingenieria,0
945,28,67.6,4.0,66.0,6.04,0,0,4.6,vespertina,educacion,0
946,22,53.8,18.1,64.7,3.98,2,1,12.2,diurna,ingenieria,0
947,22,73.1,3.6,57.6,3.51,1,1,9.5,vespertina,salud,1
948,40,79.2,0.7,25.1,4.46,3,1,11.3,diurna,administracion,1
949,29,56.7,13.7,83.2,7.0,5,0,7.2,diurna,administracion,0
950,34,81.9,4.9,74.7,5.27,5,0,6.9,online,educacion,0
951,27,99.7,5.5,42.8,4.72,1,1,4.3,vespertina,ingenieria,1
952,36,92.8,10.8,65.4,6.07,2,0,0.2,diurna,educacion,0
953,39,94.6,2.7,57.0,5.13,0,1,4.0,vespertina,ingenieria,0
954,23,77.8,7.6,77.4,4.59,2,1,3.5,vespertina,ingenieria,0
955,25,100.0,9.6,100.0,4.04,2,0,12.2,vespertina,ingenieria,0
956,36,70.5,7.8,89.2,,2,0,3.9,diurna,educacion,0
957,21,53.6,8.1,72.8,6.92,0,0,0.5,vespertina,ingenieria,0
958,29,100.0,7.7,53.0,3.53,4,0,8.5,diurna,salud,0
959,20,93.9,6.4,62.0,4.88,0,0,8.1,vespertina,ingenieria,0
960,44,61.1,5.2,93.0,3.75,2,1,4.1,diurna,salud,1
961,25,80.0,11.5,89.6,4.57,3,0,6.1,diurna,ingenieria,0
962,29,78.8,3.9,40.9,4.79,1,1,2.2,diurna,administracion,1
963,37,76.3,5.9,58.3,4.82,1,1,8.7,diurna,educacion,0
964,22,91.8,11.2,100.0,4.41,1,0,12.3,diurna,ingenieria,0
965,39,76.2,7.3,75.6,5.97,3,1,4.7,diurna,ingenieria,0
966,23,83.4,12.4,64.4,3.73,1,0,5.7,vespertina,ingenieria,0
967,24,75.9,3.2,59.0,5.41,4,0,0.0,online,salud,1
968,20,89.7,8.4,72.5,3.97,1,0,5.3,diurna,ingenieria,0
969,19,81.2,10.4,100.0,5.99,2,0,2.8,vespertina,ingenieria,0
970,41,97.5,13.3,49.2,5.54,1,0,6.2,diurna,educacion,0
971,21,100.0,6.5,82.6,3.25,2,1,7.0,diurna,ingenieria,0
972,20,84.1,2.2,83.8,3.76,0,0,7.5,diurna,ingenieria,0
973,25,82.8,4.2,82.1,4.86,4,0,5.5,diurna,educacion,1
974,32,61.1,4.2,73.4,5.27,4,1,6.4,online,ingenieria,1
975,42,72.5,1.9,48.8,6.64,1,0,0.8,diurna,salud,1
976,36,80.4,10.3,83.0,5.01,1,0,7.2,diurna,salud,0
977,42,68.9,4.2,74.4,3.42,1,0,4.1,online,administracion,1
978,33,73.8,5.2,75.0,3.67,0,0,6.5,diurna,educacion,0
979,30,63.5,4.9,68.7,5.9,1,0,7.7,diurna,ingenieria,0
980,28,64.8,5.2,72.9,5.4,2,0,5.6,diurna,salud,0
981,30,81.9,11.8,73.3,4.57,1,1,10.7,diurna,ingenieria,0
982,33,84.9,7.2,70.0,4.94,2,0,1.7,online,educacion,0
983,32,84.9,2.9,77.8,4.14,3,0,1.6,diurna,educacion,0
984,31,74.2,2.8,100.0,5.84,2,1,3.0,diurna,educacion,0
985,36,78.9,13.2,80.2,3.9,4,1,5.9,diurna,salud,0
986,36,70.2,3.7,74.4,6.98,2,1,5.8,diurna,ingenieria,0
987,32,73.1,8.0,54.6,4.66,3,0,7.2,diurna,ingenieria,1
988,23,70.0,3.4,80.9,5.25,2,1,4.8,diurna,educacion,0
989,23,95.9,6.8,42.9,5.24,0,1,12.2,vespertina,salud,0
990,27,52.8,4.2,80.9,5.64,1,1,3.2,vespertina,ingenieria,0
991,35,73.5,2.2,64.9,4.14,5,1,5.5,diurna,salud,1
992,40,98.5,3.7,75.2,5.31,1,0,7.3,diurna,administracion,0
993,41,75.8,7.2,91.2,5.91,0,0,2.8,online,ingenieria,0
994,19,67.0,8.9,93.6,3.91,4,0,3.6,vespertina,administracion,1
995,40,100.0,4.9,50.1,3.87,2,0,3.0,diurna,ingenieria,1
996,26,100.0,1.8,84.2,4.74,0,0,2.1,diurna,salud,0
997,30,90.2,8.6,59.2,5.15,2,1,5.3,online,ingenieria,0
998,19,85.6,16.1,89.6,5.23,1,1,5.9,vespertina,ingenieria,0
999,24,58.8,5.9,71.5,3.63,3,1,9.2,diurna,educacion,1
1000,20,83.3,8.4,84.3,5.15,1,1,9.8,vespertina,ingenieria,0
1001,20,64.3,7.6,83.4,4.25,0,1,5.2,diurna,educacion,0
1002,18,100.0,4.0,65.1,4.71,0,1,11.0,vespertina,ingenieria,0
1003,26,86.1,6.4,52.7,5.18,4,1,3.5,vespertina,ingenieria,1
1004,18,80.7,4.1,77.7,4.55,2,1,7.8,diurna,educacion,0
1005,30,63.8,7.1,100.0,3.43,0,0,0.0,diurna,administracion,1
1006,31,78.6,6.1,81.1,5.26,4,0,5.1,diurna,educacion,0
1007,30,87.2,3.3,81.6,5.63,4,0,4.8,diurna,educacion,1
1008,44,70.4,3.3,62.9,5.34,1,0,5.7,diurna,administracion,0
1009,38,74.3,7.8,70.8,4.77,1,0,8.2,vespertina,administracion,0
1010,23,60.3,10.2,64.1,5.24,1,1,4.0,diurna,administracion,0
1011,29,84.0,3.5,93.0,5.37,2,0,8.7,diurna,administracion,0
1012,44,89.3,7.7,88.8,4.61,4,1,1.2,diurna,educacion,0
1013,30,75.5,7.5,65.8,5.2,1,0,5.1,diurna,ingenieria,0
1014,38,55.8,6.5,63.8,3.34,0,1,4.3,diurna,ingenieria,1
1015,44,80.3,5.6,69.6,4.97,1,0,3.1,online,educacion,0
1016,43,70.1,5.6,84.7,3.8,4,0,4.0,diurna,administracion,1
1017,31,100.0,3.5,73.0,6.46,0,0,6.5,diurna,educacion,0
1018,44,71.4,15.1,82.5,4.89,1,1,5.9,diurna,salud,0
1019,34,77.6,7.5,98.7,4.79,1,0,7.4,online,educacion,0
1020,39,61.9,8.8,36.4,4.37,2,0,7.0,online,salud,1
1021,34,80.4,8.6,78.2,4.6,1,0,9.0,diurna,salud,0
1022,35,86.4,8.7,62.6,6.61,2,1,4.3,online,ingenieria,0
1023,43,84.3,5.2,80.7,4.14,2,1,5.8,diurna,administracion,0
1024,42,74.2,13.5,71.3,4.72,0,1,3.6,vespertina,ingenieria,0
1025,35,71.9,3.2,100.0,5.56,2,1,4.9,diurna,ingenieria,0
1026,27,100.0,7.5,34.3,4.9,0,1,3.0,vespertina,educacion,0
1027,27,69.0,,33.3,3.0,1,0,1.5,vespertina,ingenieria,1
1028,31,82.4,10.7,84.6,6.53,5,1,6.4,online,ingenieria,0
1029,36,66.6,18.1,93.5,5.14,4,1,6.7,diurna,educacion,0
1030,18,89.6,10.1,76.2,5.92,3,1,6.4,diurna,ingenieria,0
1031,30,76.0,9.0,77.9,3.94,1,1,8.7,online,administracion,0
1032,30,68.1,8.5,72.9,4.59,2,1,3.0,vespertina,salud,0
1033,28,57.1,2.3,98.2,4.26,1,1,7.5,online,ingenieria,1
1034,32,73.5,15.6,55.1,4.89,2,1,3.6,online,administracion,0
1035,19,76.4,7.6,96.3,4.99,2,0,8.1,diurna,salud,0
1036,18,79.9,19.9,69.3,5.26,2,0,4.4,diurna,salud,0
1037,28,59.6,6.1,92.4,6.21,7,1,7.3,diurna,educacion,0
1038,43,67.1,7.0,87.1,5.4,2,0,6.2,diurna,ingenieria,0
1039,41,86.8,3.9,100.0,5.58,3,0,6.0,diurna,ingenieria,0
1040,30,71.7,1.7,49.2,5.43,1,1,1.6,vespertina,administracion,1
1041,29,81.1,6.4,82.2,5.95,2,1,8.5,diurna,administracion,0
1042,34,71.8,5.2,66.7,4.05,1,0,1.9,vespertina,administracion,0
1043,21,78.8,3.6,62.3,5.01,0,1,5.9,diurna,ingenieria,0
1044,44,69.4,13.9,64.7,5.57,3,1,6.6,vespertina,salud,0
1045,30,51.4,5.7,66.5,4.76,4,1,3.5,diurna,ingenieria,1
1046,26,58.9,2.7,70.5,5.43,1,1,6.2,diurna,educacion,0
1047,26,94.4,10.3,77.4,4.51,2,1,7.8,diurna,educacion,0
1048,33,71.5,3.3,76.5,6.01,3,0,3.7,diurna,administracion,0
1049,24,64.6,15.6,59.2,5.46,3,0,7.6,diurna,ingenieria,0
1050,21,100.0,2.9,73.2,4.88,1,1,2.9,diurna,ingenieria,0
1051,19,100.0,16.3,77.4,5.22,1,1,4.1,diurna,educacion,0
1052,26,92.6,5.3,56.9,6.4,1,0,3.7,online,salud,0
1053,22,33.2,5.3,63.6,5.56,2,0,7.5,diurna,ingenieria,1
1054,33,64.3,4.8,53.0,3.76,2,1,7.8,diurna,ingenieria,0
1055,19,73.3,4.3,65.7,3.78,4,1,3.8,vespertina,ingenieria,1
1056,39,92.5,5.3,71.0,4.51,0,0,3.9,vespertina,salud,0
1057,38,87.7,10.4,100.0,4.36,2,1,1.6,diurna,administracion,0
1058,41,90.0,6.8,83.7,5.33,3,0,8.2,vespertina,ingenieria,0
1059,33,65.2,11.3,70.2,5.85,4,1,6.3,diurna,educacion,0
1060,36,76.0,4.8,91.1,5.01,0,1,6.6,online,administracion,0
1061,44,89.9,11.3,60.0,3.95,1,1,0.0,diurna,educacion,0
1062,35,52.4,3.3,67.5,5.62,4,1,3.5,diurna,ingenieria,1
1063,21,91.3,9.3,77.4,5.08,1,0,7.6,vespertina,administracion,0
1064,38,60.6,8.3,87.2,5.43,2,1,6.8,vespertina,ingenieria,0
1065,43,60.6,6.8,85.3,2.81,3,1,3.0,diurna,educacion,1
1066,22,91.6,4.2,100.0,3.73,2,1,4.2,diurna,administracion,0
1067,31,71.4,5.3,90.4,5.65,2,0,2.6,diurna,educacion,0
1068,19,70.1,5.0,74.8,,3,1,11.0,online,administracion,1
1069,38,100.0,5.4,57.3,5.29,1,1,2.0,diurna,educacion,0
1070,18,76.7,6.8,66.7,6.33,1,1,5.2,online,educacion,0
1071,44,57.1,18.6,100.0,5.17,4,0,0.0,diurna,ingenieria,0
1072,39,78.8,14.0,78.4,4.73,0,1,5.6,diurna,administracion,0
1073,26,82.1,,66.9,5.05,0,0,10.1,diurna,administracion,0
1074,43,,4.9,100.0,5.2,3,0,7.4,diurna,educacion,0
1075,44,100.0,8.0,63.3,6.6,2,0,5.5,vespertina,educacion,0
1076,23,47.1,4.9,81.3,4.39,2,1,1.2,diurna,salud,1
1077,31,47.5,9.5,91.0,5.31,3,1,2.6,diurna,salud,1
1078,24,71.7,5.8,72.1,5.13,1,1,7.5,online,educacion,1
1079,44,90.8,10.3,75.1,4.85,1,0,6.6,online,ingenieria,0
1080,24,76.6,3.5,61.6,4.95,2,1,2.4,diurna,administracion,1
1081,18,81.7,5.0,81.0,4.26,1,0,0.0,diurna,administracion,0
1082,37,97.7,4.1,79.3,4.79,1,1,1.4,diurna,administracion,0
1083,30,57.1,7.6,55.6,4.13,3,1,0.0,diurna,ingenieria,1
1084,39,58.2,4.6,100.0,4.64,2,0,2.3,diurna,administracion,0
